,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0005,0.0004,1.,0.0135,1.,0.6237,0.0000,0.0000
DCC_joint,nan,-5.8918,-,1.,0.0006,0.3946,0.0001,0.0293,0.0000,0.0000
DCC_bivariate_loop,nan,-6.0658,-0.1681,-,0.0004,0.2246,0.0000,0.0182,0.0000,0.0000
SW_cross_validated,nan,-0.6653,5.821,6.026,-,0.0236,1.,1.,0.0000,0.0000
SW_15,nan,-4.3617,2.8358,3.0957,-4.1112,-,0.0023,1.,0.0000,0.0000
SW_30,nan,-0.4215,6.9462,7.2052,0.3261,5.1734,-,0.4993,0.0000,0.0000
SW_60,nan,-2.6208,4.0135,4.2282,-2.1309,1.9187,-2.7258,-,0.0000,0.0000
SW_120,nan,-20.063,-21.3307,-21.7386,-22.4812,-30.2035,-26.8693,-23.4434,-,1.
sFC,nan,-20.5224,-22.7367,-23.2747,-23.2325,-33.6044,-28.1941,-24.5897,0.2674,-
