,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.13,1.63,3.15,2.02,2.36,1.90,0.07
DCC_bivariate_loop,,,0.13,,1.43,2.98,1.85,2.12,1.71,0.08
SW_cross_validated,,,1.63,1.43,,1.80,0.60,0.63,0.37,1.65
SW_15,,,3.15,2.98,1.80,,1.15,1.30,1.43,3.18
SW_30,,,2.02,1.85,0.60,1.15,,0.05,0.24,2.04
SW_60,,,2.36,2.12,0.63,1.30,0.05,,0.22,2.41
SW_120,,,1.90,1.71,0.37,1.43,0.24,0.22,,1.92
sFC,,,0.07,0.08,1.65,3.18,2.04,2.41,1.92,
