,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.00,1.15,1.98,5.33,3.81,2.63,1.78,0.85
DCC_joint,,1.00,,0.22,0.92,4.15,2.65,1.51,0.84,0.13
DCC_bivariate_loop,,1.15,0.22,,0.62,3.60,2.19,1.15,0.58,0.34
SW_cross_validated,,1.98,0.92,0.62,,3.29,1.73,0.57,0.00,1.03
SW_15,,5.33,4.15,3.60,3.29,,1.66,2.83,2.97,4.21
SW_30,,3.81,2.65,2.19,1.73,1.66,,1.20,1.55,2.73
SW_60,,2.63,1.51,1.15,0.57,2.83,1.20,,0.51,1.62
SW_120,,1.78,0.84,0.58,0.00,2.97,1.55,0.51,,0.94
sFC,,0.85,0.13,0.34,1.03,4.21,2.73,1.62,0.94,
