,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
64,1.428,2.570,0.636,0.205,0.210,0.673,0.278,1.582
65,1.548,2.574,0.638,0.251,0.245,0.617,0.418,1.738
66,1.382,1.834,0.668,0.299,0.219,0.220,0.484,1.458
67,0.638,2.802,0.748,0.287,0.196,0.211,0.405,1.236
68,1.142,2.685,0.440,0.254,0.183,1.576,0.440,1.450
69,1.469,2.479,0.702,0.291,0.150,1.610,0.352,2.139
70,1.451,2.204,0.640,0.301,0.331,1.321,0.366,1.238
71,1.083,2.577,0.273,0.366,0.257,1.534,0.391,1.378
72,1.195,1.465,0.449,0.348,0.257,1.516,0.450,1.750
73,1.265,2.321,0.448,0.243,0.259,1.328,0.358,1.900
74,0.844,2.666,0.408,0.317,0.255,1.733,0.381,1.713
75,1.502,1.311,0.337,0.304,0.232,1.362,0.286,1.848
76,1.341,2.272,0.663,0.297,0.284,1.399,0.383,0.906
77,1.694,1.552,0.653,0.297,0.228,1.469,0.398,0.879
78,1.521,2.687,0.740,0.341,0.169,1.320,0.379,1.319
79,1.234,2.320,0.718,0.363,0.243,1.205,0.451,1.464
80,1.122,2.327,0.465,0.250,0.209,1.286,0.395,1.821
81,1.487,2.719,0.315,0.337,0.218,1.044,0.410,1.500
82,1.517,1.118,0.812,0.248,0.210,0.277,0.466,1.420
83,1.616,1.638,0.572,0.312,0.241,0.328,0.375,1.604
84,1.488,2.445,0.361,0.282,0.187,1.046,0.370,2.152
85,1.187,2.172,0.451,0.312,0.238,1.100,0.449,1.658
86,1.245,2.581,0.856,0.280,0.245,0.232,0.515,1.680
87,1.152,2.521,0.762,0.344,0.307,1.555,0.405,1.410
88,0.848,1.507,0.418,0.358,0.211,0.676,0.396,1.269
89,1.288,2.031,0.510,0.204,0.214,1.319,0.530,1.419
90,1.450,2.630,0.720,0.198,0.216,0.274,0.478,1.470
91,0.912,2.529,0.571,0.259,0.208,1.415,0.316,1.900
92,1.638,2.286,0.753,0.325,0.221,0.529,0.416,1.447
93,1.201,2.038,0.778,0.211,0.204,1.264,0.383,1.587
94,0.692,2.544,0.833,0.300,0.212,1.741,0.341,1.189
95,1.390,2.335,0.522,0.212,0.262,1.313,0.355,1.515
96,1.429,1.999,0.531,0.302,0.195,1.587,0.377,1.477
97,1.464,2.579,0.400,0.302,0.182,1.228,0.388,1.869
98,0.551,1.151,0.824,0.258,0.249,1.114,0.360,1.504
99,1.425,2.748,0.501,0.311,0.244,1.253,0.258,1.932
100,1.061,2.733,0.485,0.310,0.326,0.529,0.370,1.772
101,1.550,2.639,0.403,0.333,0.258,0.167,0.363,1.293
102,1.638,1.374,0.327,0.275,0.310,1.330,0.360,1.064
103,1.109,1.709,0.488,0.255,0.204,1.821,0.372,1.545
104,1.495,2.428,0.428,0.319,0.243,1.429,0.357,1.769
105,1.132,2.344,0.340,0.227,0.193,0.217,0.390,1.213
106,1.479,1.703,0.513,0.232,0.238,1.477,0.394,0.721
107,1.377,1.767,0.448,0.295,0.218,1.602,0.419,0.911
108,1.335,2.011,0.730,0.264,0.274,1.371,0.322,1.193
109,1.017,2.841,0.424,0.268,0.297,0.433,0.404,1.853
110,1.654,1.802,0.757,0.311,0.204,1.042,0.311,0.938
111,1.015,2.631,0.638,0.349,0.174,1.228,0.489,2.197
112,1.471,2.707,0.574,0.276,0.213,0.950,0.392,1.608
113,0.552,2.221,0.615,0.264,0.179,1.393,0.395,1.615
114,1.396,2.360,0.699,0.178,0.158,0.285,0.360,1.614
115,1.093,1.441,0.426,0.248,0.202,1.372,0.364,1.519
116,1.685,2.070,0.490,0.282,0.206,0.284,0.396,1.304
117,1.546,1.396,0.768,0.370,0.207,1.330,0.445,1.553
118,1.060,2.657,0.710,0.314,0.215,0.573,0.363,1.676
119,1.275,2.334,0.560,0.258,0.181,0.904,0.380,1.566
120,1.204,2.428,0.492,0.362,0.228,0.713,0.261,1.692
121,1.391,1.986,0.724,0.254,0.231,1.171,0.393,1.592
122,1.310,1.588,0.447,0.310,0.263,1.502,0.333,1.696
123,1.255,1.875,0.362,0.271,0.190,1.329,0.526,2.071
124,1.423,2.437,0.518,0.341,0.166,1.640,0.243,1.297
125,1.317,1.537,0.659,0.305,0.206,1.752,0.354,1.853
126,1.021,2.301,0.840,0.270,0.157,1.494,0.416,1.869
127,0.987,2.677,0.697,0.244,0.253,1.687,0.371,1.973
128,1.013,1.144,0.603,0.249,0.260,0.329,0.361,0.880
129,1.084,2.028,0.491,0.289,0.189,1.079,0.373,1.636
130,1.290,1.364,0.670,0.212,0.183,0.898,0.321,1.064
131,1.259,2.295,0.292,0.292,0.203,1.018,0.409,1.493
132,1.749,2.493,0.750,0.266,0.221,1.061,0.449,1.554
133,1.210,2.792,0.639,0.251,0.219,1.490,0.494,1.653
134,1.134,2.694,0.753,0.273,0.237,0.858,0.305,1.618
135,1.426,2.504,0.682,0.333,0.237,0.202,0.380,1.545
136,1.693,2.562,0.749,0.296,0.323,0.747,0.484,1.933
137,1.160,1.568,0.559,0.231,0.239,0.277,0.356,2.202
138,0.855,2.569,0.472,0.318,0.183,0.535,0.401,1.845
139,1.170,2.779,0.427,0.264,0.214,0.342,0.470,1.614
140,1.409,1.726,0.780,0.265,0.244,0.765,0.420,1.889
141,1.157,1.646,0.655,0.189,0.176,1.790,0.497,1.709
142,1.693,2.389,0.650,0.283,0.222,1.382,0.449,1.640
143,0.875,2.415,0.359,0.321,0.170,0.249,0.344,1.439
144,1.563,2.289,0.452,0.251,0.216,0.566,0.379,1.605
145,1.534,2.532,0.712,0.280,0.217,1.044,0.246,0.889
146,1.634,2.501,0.653,0.294,0.245,0.996,0.414,1.533
147,1.541,2.463,0.678,0.227,0.141,0.288,0.382,1.942
148,1.295,2.230,0.402,0.282,0.261,1.181,0.350,1.275
149,1.251,2.651,0.755,0.255,0.253,1.377,0.375,1.840
150,1.668,2.585,0.469,0.303,0.201,1.571,0.331,1.467
151,1.418,1.603,0.771,0.224,0.229,0.982,0.356,1.626
152,0.878,2.313,0.674,0.317,0.271,1.482,0.464,1.343
153,0.954,2.576,0.434,0.261,0.231,0.169,0.361,1.827
154,1.338,2.646,0.497,0.315,0.247,1.525,0.409,1.795
155,0.992,1.471,0.709,0.291,0.219,0.988,0.375,1.729
156,1.315,2.722,0.391,0.252,0.164,1.050,0.412,1.914
157,1.523,2.632,0.318,0.374,0.235,1.384,0.379,1.641
158,1.529,1.577,0.533,0.319,0.205,0.210,0.357,1.684
159,1.146,1.915,0.516,0.333,0.239,0.342,0.438,1.546
160,1.043,2.450,0.645,0.359,0.274,1.585,0.413,1.437
161,1.264,2.135,0.745,0.338,0.259,1.309,0.363,1.289
162,1.480,1.407,0.652,0.320,0.273,0.356,0.336,1.400
163,1.301,2.009,0.584,0.197,0.191,1.052,0.435,1.711
164,0.939,2.701,0.746,0.245,0.215,1.501,0.252,1.515
165,1.380,2.146,0.577,0.253,0.162,0.293,0.325,1.346
166,1.776,2.547,0.405,0.237,0.234,1.096,0.365,1.641
167,1.511,1.675,0.584,0.339,0.211,1.047,0.287,1.595
168,1.426,1.810,0.511,0.264,0.186,1.140,0.355,1.824
169,1.596,2.608,0.576,0.274,0.191,0.300,0.436,1.985
170,1.424,1.793,0.750,0.320,0.168,1.293,0.437,1.558
171,1.446,2.280,0.601,0.268,0.307,1.774,0.331,1.536
172,1.607,2.513,0.475,0.340,0.219,0.251,0.363,0.531
173,1.343,2.602,0.718,0.235,0.260,1.599,0.393,1.936
174,1.308,2.313,0.711,0.244,0.230,0.278,0.464,1.858
175,1.464,1.666,0.688,0.292,0.240,1.159,0.385,1.079
176,1.125,2.013,0.372,0.339,0.229,0.855,0.257,1.396
177,0.804,2.455,0.810,0.240,0.151,1.777,0.306,1.901
178,1.267,2.584,0.694,0.335,0.175,1.208,0.366,1.683
179,1.245,1.581,0.665,0.251,0.250,0.232,0.426,1.947
180,1.614,2.330,0.380,0.265,0.195,1.726,0.366,1.505
181,1.272,2.288,0.392,0.336,0.202,0.658,0.384,1.559
182,1.620,2.392,0.561,0.289,0.216,0.327,0.422,1.694
183,1.421,2.567,0.675,0.310,0.256,0.205,0.366,1.761
184,1.614,1.390,0.730,0.306,0.222,0.717,0.394,1.560
185,1.336,1.913,0.472,0.324,0.251,1.197,0.382,1.499
186,1.512,1.430,0.815,0.365,0.239,0.202,0.360,1.830
187,1.453,2.300,0.487,0.328,0.206,1.650,0.430,1.686
188,1.113,2.507,0.528,0.289,0.192,1.401,0.312,1.181
189,1.134,2.213,0.695,0.188,0.330,0.254,0.425,1.571
190,1.446,2.443,0.689,0.284,0.185,1.386,0.374,0.502
191,1.155,1.699,0.606,0.213,0.238,0.908,0.472,1.474
192,0.654,2.157,0.782,0.260,0.255,1.190,0.276,1.721
193,1.179,1.987,0.275,0.325,0.266,1.285,0.370,1.582
194,1.069,1.771,0.489,0.223,0.252,1.371,0.399,1.272
195,1.265,1.254,0.502,0.280,0.267,0.876,0.276,1.636
196,1.392,2.117,0.834,0.305,0.261,0.334,0.401,1.897
197,1.003,1.988,0.400,0.203,0.201,0.874,0.328,1.373
198,1.236,1.265,0.804,0.232,0.160,1.074,0.341,2.014
199,0.876,1.930,0.582,0.313,0.253,1.836,0.382,1.138
