,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.849,0.821,1.072,1.063,1.287,0.781,0.812,0.843
1,0.849,0.829,0.924,0.908,1.091,0.911,0.766,0.843
2,0.837,0.840,1.235,0.924,1.124,0.841,0.886,0.806
3,0.810,0.739,1.039,0.855,1.080,1.174,1.026,0.808
4,0.847,0.823,1.175,1.147,1.218,0.846,1.071,0.854
5,0.851,0.817,1.127,1.012,1.439,0.813,0.784,0.888
6,0.895,0.793,1.069,1.021,1.329,0.915,1.061,0.813
7,0.839,0.854,1.115,1.119,1.109,0.851,1.011,0.853
8,0.834,0.876,1.138,1.153,1.008,0.842,0.963,0.851
9,0.829,0.893,1.063,1.199,0.844,1.039,0.947,0.824
10,0.850,0.853,1.237,1.001,1.492,0.826,1.090,0.858
11,0.810,0.842,1.036,1.038,0.934,0.840,1.029,0.851
12,0.825,0.778,1.258,1.030,0.870,0.866,0.994,0.827
13,0.845,0.847,0.956,1.119,1.064,0.875,0.898,0.800
14,0.883,0.808,1.128,0.891,1.536,1.104,0.962,0.845
15,0.850,0.858,1.082,1.073,1.183,0.876,0.865,0.856
16,0.849,0.878,1.156,1.174,0.921,0.909,0.996,0.833
17,0.897,0.830,1.127,1.127,1.096,0.922,0.791,0.883
18,0.834,0.889,1.144,1.319,0.931,0.835,1.010,0.844
19,0.849,0.850,0.931,1.117,1.306,1.125,1.022,0.871
20,0.835,0.842,1.086,1.038,1.103,0.804,1.054,0.846
21,0.810,0.816,1.079,1.022,1.143,0.832,0.722,0.851
22,0.842,0.844,1.059,1.058,1.326,0.991,0.822,0.850
23,0.852,0.797,0.996,1.040,1.143,0.844,0.829,0.863
24,0.893,0.827,1.014,1.045,0.843,0.981,0.945,0.831
25,0.867,0.863,1.186,1.090,1.207,0.839,0.850,0.840
26,0.846,0.802,0.901,1.248,1.391,0.865,0.943,0.828
27,0.850,0.839,1.086,1.028,1.007,0.821,0.918,0.862
28,0.829,0.839,1.174,1.146,1.334,0.825,0.852,0.840
29,0.851,0.845,1.103,1.000,0.986,1.037,0.842,0.863
30,0.831,0.828,1.182,1.233,0.986,0.817,0.987,0.838
31,0.853,0.828,1.122,1.185,1.481,1.319,1.003,0.817
32,0.844,0.846,0.981,1.097,0.977,0.845,1.057,0.864
33,0.863,0.860,1.118,1.039,1.308,0.753,0.825,0.841
34,0.795,0.855,1.147,1.094,1.048,0.841,1.131,0.894
35,0.834,0.773,1.046,0.845,1.218,0.917,1.353,0.828
36,0.828,0.861,1.077,1.233,1.105,0.825,0.906,0.839
37,0.861,0.846,1.151,1.191,1.497,0.931,1.053,0.835
38,0.841,0.826,1.083,0.933,1.074,0.941,0.833,0.830
39,0.839,0.809,1.045,1.204,1.527,1.626,1.136,1.121
40,0.674,0.771,1.031,1.098,1.207,0.926,0.882,0.847
41,0.871,0.827,1.066,1.198,1.062,0.847,1.053,0.826
42,0.913,0.885,1.183,1.128,1.019,0.851,0.920,0.837
43,0.860,0.830,1.064,0.899,0.986,0.861,1.255,0.828
44,0.853,0.816,1.080,0.956,1.356,0.849,0.883,0.824
45,0.859,0.838,1.074,1.115,1.081,1.006,1.036,0.850
46,0.778,0.797,1.278,0.869,1.141,0.853,0.904,0.845
47,0.850,0.828,1.156,1.017,1.116,1.263,1.099,0.857
48,0.915,0.851,1.173,0.902,1.215,0.704,1.060,0.848
49,0.811,0.814,1.131,0.984,1.455,0.808,0.851,0.863
50,0.832,0.819,0.807,1.095,1.060,0.837,0.896,0.852
51,0.852,0.821,0.873,1.051,0.907,0.836,1.077,0.811
52,0.821,0.836,1.132,1.156,1.738,1.202,0.859,0.751
53,0.849,0.898,1.235,0.946,1.151,1.283,1.133,1.015
