,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.854,0.816,1.057,1.119,1.152,0.992,0.992,0.847,1.093,0.829,0.852
1,0.874,0.776,1.119,1.097,1.341,0.992,0.992,1.049,1.186,0.840,0.852
2,0.828,0.829,0.910,1.005,1.056,0.992,0.992,1.016,1.016,0.877,0.852
3,0.839,0.831,0.957,1.216,0.980,0.992,0.992,1.306,1.064,0.910,0.852
4,0.873,0.879,1.060,1.006,1.065,0.992,0.992,0.996,0.917,0.858,0.852
5,0.880,0.831,0.949,1.105,1.352,0.992,0.992,0.914,0.998,0.840,0.852
6,0.867,0.730,1.203,1.098,1.221,0.992,0.992,0.977,1.091,0.832,0.852
7,0.847,0.805,1.065,1.093,0.986,0.992,0.992,0.836,1.010,0.850,0.852
8,0.860,0.818,1.113,1.156,0.942,0.992,0.992,0.909,0.992,0.847,0.852
9,0.869,0.824,1.164,0.912,1.046,0.992,0.992,0.871,0.897,0.890,0.852
10,0.916,0.916,1.046,1.020,1.077,0.992,0.992,0.907,0.863,0.854,0.852
11,0.826,0.810,1.096,0.989,1.154,0.992,0.992,1.014,1.203,0.833,0.852
12,0.855,0.833,0.868,1.217,0.915,0.992,0.992,0.917,1.333,0.845,0.852
13,0.882,0.744,1.059,1.032,1.253,0.992,0.992,0.957,1.214,0.914,0.852
14,0.883,0.748,1.140,0.961,1.008,0.992,0.992,0.981,1.456,0.839,0.852
15,0.894,0.797,0.984,0.992,0.962,0.992,0.992,0.987,0.815,0.850,0.852
16,0.919,0.826,1.041,0.990,0.993,0.992,0.992,1.117,0.986,0.827,0.852
17,0.854,0.759,1.128,1.064,1.129,0.992,0.992,1.475,1.104,0.885,0.852
18,0.892,0.824,1.373,0.934,0.948,0.992,0.992,0.960,0.998,0.942,0.852
19,0.873,0.705,1.100,1.023,0.839,0.992,0.992,0.882,0.979,0.894,0.852
20,0.865,0.845,1.237,1.132,1.085,0.992,0.992,0.934,0.847,0.842,0.852
21,0.843,0.822,1.103,1.200,1.038,0.992,0.992,0.974,0.933,0.835,0.852
22,0.942,0.815,0.993,1.137,1.178,0.992,0.992,0.946,1.024,0.847,0.852
23,0.906,0.837,1.154,1.082,1.158,0.992,0.992,0.843,0.940,0.832,0.852
24,0.846,0.838,1.131,1.249,1.166,0.992,0.992,0.974,1.077,0.919,0.852
25,0.855,0.807,1.220,1.061,1.437,0.992,0.992,0.887,0.951,0.869,0.852
26,0.894,0.829,1.259,1.168,1.024,0.992,0.992,0.838,0.919,0.832,0.852
27,0.890,0.792,0.977,1.045,1.016,0.992,0.992,0.922,1.076,0.859,0.852
28,0.850,0.825,1.110,0.980,1.101,0.992,0.992,0.847,1.106,0.875,0.852
29,0.846,0.848,1.035,1.134,0.934,0.992,0.992,0.869,0.842,0.865,0.852
30,0.956,0.809,1.025,1.143,1.231,0.992,0.992,0.909,1.005,0.895,0.852
31,0.879,0.811,0.962,1.008,0.955,0.992,0.992,0.833,0.912,0.862,0.852
32,0.857,0.843,1.158,0.933,1.019,0.992,0.992,0.881,1.318,0.881,0.852
33,0.882,0.845,1.072,1.040,1.344,0.992,0.992,0.814,0.936,0.836,0.852
34,0.895,0.842,0.907,1.012,1.242,0.992,0.992,0.840,0.900,0.855,0.852
35,0.869,0.834,1.041,1.085,0.937,0.992,0.992,0.897,1.031,0.835,0.852
36,0.859,0.815,1.105,1.092,1.230,0.992,0.992,0.977,1.060,0.834,0.852
37,0.846,0.793,1.075,1.011,0.871,0.992,0.992,0.943,0.874,0.874,0.852
38,0.857,0.818,1.027,1.113,0.963,0.992,0.992,0.799,0.944,0.874,0.852
39,0.849,0.829,1.047,1.037,1.248,0.992,0.992,0.882,0.997,0.879,0.852
40,0.889,0.824,1.074,1.039,1.054,0.992,0.992,0.950,0.942,0.855,0.852
41,0.901,0.821,1.065,1.216,1.276,0.992,0.992,1.157,0.816,0.844,0.852
42,0.851,0.773,1.018,0.977,1.202,0.992,0.992,0.855,0.995,0.920,0.852
43,0.822,0.835,1.057,1.158,1.087,0.992,0.992,0.886,1.245,0.839,0.852
44,0.871,0.814,0.891,0.952,1.462,0.992,0.992,0.979,1.053,0.844,0.852
45,0.833,0.847,1.007,1.180,0.913,0.992,0.992,1.412,0.925,0.848,0.852
46,0.895,0.817,1.067,1.094,0.993,0.992,0.992,0.972,0.863,0.845,0.852
47,0.882,0.803,1.036,0.899,1.125,0.992,0.992,1.077,1.095,0.858,0.852
48,0.893,0.778,1.185,0.951,0.984,0.992,0.992,0.982,0.837,0.834,0.852
49,0.867,0.807,1.156,1.074,0.950,0.992,0.992,0.909,1.045,0.865,0.852
50,0.895,0.883,0.968,1.087,1.207,0.992,0.992,0.832,0.910,0.841,0.852
51,0.849,0.859,1.011,1.189,0.987,0.992,0.992,0.867,0.965,0.855,0.852
52,0.846,0.761,1.248,1.135,1.243,0.992,0.992,0.950,0.850,0.974,0.852
53,0.878,0.836,1.229,1.166,1.246,0.992,0.992,0.971,1.319,0.843,0.852
54,0.893,0.862,1.274,1.003,1.376,0.992,0.992,1.318,0.875,0.848,0.852
55,0.863,0.845,0.893,1.183,1.120,0.992,0.992,1.068,0.922,0.868,0.852
