,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.868,0.850,1.078,1.038,0.887,1.076,1.076,0.947,0.948,0.883,0.836
1,0.870,0.875,1.043,1.118,1.235,1.076,1.076,0.960,1.417,0.865,0.836
2,0.840,0.866,1.060,1.028,0.970,1.076,1.076,1.698,1.166,0.907,0.836
3,0.846,0.870,1.055,0.963,0.862,1.076,1.076,1.495,1.147,0.917,0.836
4,0.799,0.838,0.950,1.099,1.101,1.076,1.076,0.915,1.005,0.875,0.836
5,0.885,0.855,1.113,1.013,1.234,1.076,1.076,0.877,0.955,0.849,0.836
6,0.884,0.847,1.089,0.920,1.036,1.076,1.076,1.537,0.936,0.837,0.836
7,0.861,0.809,1.180,1.017,1.155,1.076,1.076,0.939,0.955,0.843,0.836
8,0.865,0.875,1.163,1.112,1.062,1.076,1.076,1.047,0.947,0.903,0.836
9,0.764,0.844,1.012,1.070,1.166,1.076,1.076,0.887,0.797,0.876,0.836
10,0.907,0.939,1.091,1.142,0.983,1.076,1.076,0.992,0.814,0.854,0.836
11,0.858,0.854,1.176,0.979,0.982,1.076,1.076,1.175,1.060,0.825,0.836
12,0.868,0.857,1.005,1.163,0.955,1.076,1.076,1.122,1.166,0.876,0.836
13,0.873,0.867,1.050,1.113,0.973,1.076,1.076,0.990,0.898,0.944,0.836
14,0.874,0.826,1.215,1.074,0.987,1.076,1.076,0.947,0.905,0.838,0.836
15,0.896,0.846,0.971,0.907,1.035,1.076,1.076,1.565,0.883,0.878,0.836
16,0.899,0.864,1.171,1.124,1.074,1.076,1.076,1.177,1.154,0.847,0.836
17,0.866,0.771,1.157,1.198,1.115,1.076,1.076,1.657,1.077,0.872,0.836
18,0.872,0.852,1.140,1.067,0.990,1.076,1.076,0.956,1.042,0.989,0.836
19,0.874,0.857,1.053,1.055,1.079,1.076,1.076,0.900,1.038,0.893,0.836
20,0.854,0.871,1.271,1.186,1.057,1.076,1.076,0.903,1.120,0.854,0.836
21,0.846,0.831,1.230,0.815,1.109,1.076,1.076,1.247,1.014,0.854,0.836
22,0.940,0.781,1.224,1.161,1.055,1.076,1.076,1.064,1.030,0.851,0.836
23,0.946,0.865,1.098,1.103,0.928,1.076,1.076,0.901,0.941,0.854,0.836
24,0.831,0.897,1.191,1.160,0.866,1.076,1.076,1.575,1.503,0.891,0.836
25,0.848,0.856,1.228,1.034,1.112,1.076,1.076,1.032,0.929,0.850,0.836
26,0.892,0.864,1.288,1.211,1.032,1.076,1.076,0.953,0.858,0.842,0.836
27,0.894,0.831,1.210,0.888,1.053,1.076,1.076,1.091,0.927,0.852,0.836
28,0.853,0.797,1.076,0.973,1.210,1.076,1.076,1.378,0.968,0.886,0.836
29,0.857,0.856,1.020,1.176,0.932,1.076,1.076,1.469,0.881,0.884,0.836
30,0.935,0.852,1.053,0.957,0.930,1.076,1.076,1.297,0.925,0.917,0.836
31,0.879,0.831,1.107,1.091,0.768,1.076,1.076,1.153,0.900,0.874,0.836
32,0.864,0.877,1.108,0.941,0.968,1.076,1.076,0.943,1.102,0.875,0.836
33,0.892,0.888,1.168,1.289,1.116,1.076,1.076,0.858,0.818,0.868,0.836
34,0.927,0.861,1.009,1.134,0.929,1.076,1.076,1.057,0.948,0.881,0.836
35,0.867,0.846,1.261,0.987,0.898,1.076,1.076,1.003,0.996,0.854,0.836
36,0.778,0.858,1.218,0.917,0.910,1.076,1.076,1.004,0.962,0.842,0.836
37,0.761,0.834,1.058,0.922,1.019,1.076,1.076,0.959,0.939,0.877,0.836
38,0.860,0.851,1.126,1.127,1.170,1.076,1.076,0.953,1.600,0.890,0.836
39,0.863,0.857,1.124,0.971,1.000,1.076,1.076,0.918,0.912,0.879,0.836
40,0.899,0.847,1.209,1.168,0.971,1.076,1.076,0.922,1.334,0.865,0.836
41,0.881,0.843,1.170,0.985,1.039,1.076,1.076,0.934,0.836,0.845,0.836
42,0.853,0.842,1.143,1.044,0.935,1.076,1.076,0.952,1.299,0.918,0.836
43,0.841,0.834,1.099,0.882,0.951,1.076,1.076,0.955,0.982,0.844,0.836
44,0.886,0.843,1.119,0.999,1.042,1.076,1.076,0.974,1.171,0.858,0.836
45,0.788,0.873,1.047,1.001,0.984,1.076,1.076,1.160,0.976,0.869,0.836
46,0.890,0.844,1.079,1.058,1.066,1.076,1.076,1.052,0.940,0.874,0.836
47,0.901,0.849,1.006,1.100,1.103,1.076,1.076,1.097,1.106,0.887,0.836
48,0.907,0.886,1.221,1.127,1.154,1.076,1.076,0.964,0.916,0.854,0.836
49,0.875,0.854,1.092,1.224,1.028,1.076,1.076,0.953,0.867,0.880,0.836
50,0.903,0.883,1.107,1.183,0.883,1.076,1.076,0.929,1.016,0.845,0.836
51,0.785,0.945,0.992,1.050,1.001,1.076,1.076,0.935,1.247,0.850,0.836
52,0.851,0.839,1.222,0.947,0.990,1.076,1.076,1.038,0.827,0.973,0.836
53,0.872,0.849,1.318,1.046,0.966,1.076,1.076,1.048,1.363,0.848,0.836
54,0.893,0.593,1.211,0.960,0.903,1.076,1.076,1.244,0.947,0.847,0.836
55,0.851,0.831,1.050,1.006,0.991,1.076,1.076,1.055,0.876,0.878,0.836
56,0.857,0.872,1.119,1.108,0.988,1.076,1.076,1.287,0.983,0.849,0.836
57,0.850,0.867,1.034,1.011,0.927,1.076,1.076,1.018,1.167,0.873,0.836
58,0.888,0.869,1.161,1.031,1.218,1.076,1.076,1.423,0.906,0.980,0.836
59,0.772,0.829,1.057,1.145,0.895,1.076,1.076,1.014,0.919,0.840,0.836
60,0.824,0.869,1.195,1.110,0.958,1.076,1.076,1.534,1.145,0.848,0.836
61,0.897,0.841,1.057,1.029,0.939,1.076,1.076,1.486,1.244,0.869,0.836
62,0.870,0.847,0.935,0.996,0.876,1.076,1.076,1.088,1.391,0.858,0.836
63,0.919,0.784,1.180,0.910,1.049,1.076,1.076,0.907,0.823,0.895,0.836
64,0.922,0.835,1.110,1.002,0.951,1.076,1.076,0.966,1.045,0.883,0.836
65,0.845,0.887,1.211,1.090,0.979,1.076,1.076,1.308,1.407,0.849,0.836
66,0.854,0.865,1.200,0.888,1.013,1.076,1.076,0.947,1.087,0.916,0.836
67,0.897,0.960,1.082,1.099,0.972,1.076,1.076,1.162,1.182,0.806,0.836
68,0.876,0.883,1.116,1.201,1.092,1.076,1.076,0.916,0.851,0.830,0.836
69,0.862,0.861,1.314,0.960,0.999,1.076,1.076,0.869,1.389,0.862,0.836
70,0.854,0.871,1.121,1.115,0.924,1.076,1.076,1.051,0.852,0.822,0.836
71,0.882,0.900,0.922,0.970,0.923,1.076,1.076,1.167,0.962,0.866,0.836
72,0.924,0.856,1.299,1.133,0.904,1.076,1.076,1.223,1.258,0.908,0.836
73,0.889,0.917,1.051,1.118,0.972,1.076,1.076,1.602,0.787,0.825,0.836
74,0.874,0.870,1.111,0.974,1.097,1.076,1.076,1.479,1.141,0.868,0.836
75,0.876,0.908,1.143,1.239,0.974,1.076,1.076,1.222,1.029,0.900,0.836
76,0.873,0.855,1.103,1.024,0.915,1.076,1.076,1.587,0.970,0.865,0.836
77,0.858,0.922,1.067,0.935,0.937,1.076,1.076,1.008,1.177,0.886,0.836
78,0.850,0.860,1.176,0.925,1.163,1.076,1.076,1.164,1.256,0.861,0.836
79,0.858,0.852,1.152,1.129,1.171,1.076,1.076,0.964,1.172,0.890,0.836
80,0.868,0.821,1.088,1.133,1.011,1.076,1.076,0.894,1.514,0.874,0.836
81,0.848,0.756,1.262,0.915,1.104,1.076,1.076,1.093,1.173,0.888,0.836
82,0.939,0.893,1.147,1.080,0.862,1.076,1.076,0.958,0.958,0.811,0.836
83,0.857,0.853,1.131,1.065,0.976,1.076,1.076,0.857,1.096,0.877,0.836
84,0.872,0.835,1.153,1.006,1.166,1.076,1.076,1.177,0.957,0.875,0.836
85,0.881,0.858,1.092,0.902,1.012,1.076,1.076,1.015,0.912,0.838,0.836
86,0.849,0.849,0.998,1.002,1.014,1.076,1.076,0.923,0.993,0.980,0.836
87,0.908,0.840,1.143,0.952,1.015,1.076,1.076,1.027,0.884,0.848,0.836
88,0.853,0.854,1.087,1.021,1.037,1.076,1.076,1.018,0.952,0.791,0.836
89,0.850,0.838,1.046,1.047,0.949,1.076,1.076,1.025,1.435,0.860,0.836
90,0.878,0.859,0.988,0.955,0.987,1.076,1.076,1.707,0.930,0.863,0.836
91,0.854,0.938,1.143,1.001,0.983,1.076,1.076,0.987,0.891,0.890,0.836
92,0.873,0.844,1.148,1.085,1.003,1.076,1.076,1.061,1.074,0.881,0.836
93,0.827,0.857,1.131,1.230,1.117,1.076,1.076,1.434,1.027,0.833,0.836
94,0.866,0.899,1.121,1.119,0.956,1.076,1.076,0.896,0.858,0.840,0.836
95,0.867,0.860,1.242,1.065,0.874,1.076,1.076,0.939,1.013,0.862,0.836
96,0.859,0.826,1.230,1.010,1.061,1.076,1.076,1.196,0.952,0.853,0.836
97,0.771,0.776,1.142,1.013,0.914,1.076,1.076,0.987,0.859,0.847,0.836
98,0.872,0.793,1.232,1.147,1.064,1.076,1.076,1.012,1.114,0.900,0.836
99,0.958,0.901,1.177,0.846,1.150,1.076,1.076,1.008,0.833,0.771,0.836
100,0.860,0.847,0.991,1.172,1.164,1.076,1.076,1.085,1.183,0.880,0.836
101,0.896,0.817,1.114,1.114,1.002,1.076,1.076,1.618,1.077,0.903,0.836
102,0.854,0.771,1.064,0.850,0.987,1.076,1.076,1.471,0.935,0.934,0.836
103,0.905,0.868,1.139,1.168,1.011,1.076,1.076,0.977,0.983,0.869,0.836
104,0.777,0.854,1.126,1.079,0.868,1.076,1.076,0.891,0.990,0.867,0.836
105,0.902,0.868,1.188,0.820,0.864,1.076,1.076,1.034,1.042,0.849,0.836
106,0.899,0.844,1.137,1.101,1.283,1.076,1.076,0.990,0.921,0.825,0.836
107,0.899,0.882,1.206,1.142,1.213,1.076,1.076,0.992,0.937,0.946,0.836
108,0.875,0.874,1.139,1.074,0.999,1.076,1.076,1.042,0.926,0.835,0.836
109,0.836,0.845,1.228,0.994,1.018,1.076,1.076,1.071,0.968,0.850,0.836
110,0.898,0.848,1.261,1.135,1.097,1.076,1.076,0.970,1.192,0.907,0.836
111,0.821,0.873,1.276,0.988,1.031,1.076,1.076,1.131,0.859,0.867,0.836
