,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
27,1.088,2.075,0.765,0.231,0.194,0.166,0.166,0.236,0.259,1.453,1.577
28,1.291,1.491,0.637,0.249,0.237,0.166,0.166,0.311,0.324,1.698,1.577
29,1.643,1.917,0.347,0.261,0.162,0.166,0.166,0.299,0.312,1.789,1.577
30,1.056,2.454,0.469,0.215,0.157,0.166,0.166,0.311,0.231,1.973,1.577
31,1.469,2.068,0.713,0.277,0.111,0.166,0.166,0.225,0.297,1.441,1.577
32,1.447,2.473,0.635,0.228,0.182,0.166,0.166,0.192,0.345,1.573,1.577
33,1.676,2.100,0.662,0.308,0.201,0.166,0.166,0.150,0.331,1.918,1.577
34,1.217,2.411,0.526,0.238,0.171,0.166,0.166,0.236,0.357,2.121,1.577
35,1.349,1.966,0.529,0.219,0.153,0.166,0.166,0.184,0.221,1.949,1.577
36,0.492,2.273,0.577,0.247,0.153,0.166,0.166,0.203,0.234,1.592,1.577
37,0.631,2.234,0.610,0.245,0.179,0.166,0.166,0.184,0.353,1.394,1.577
38,1.081,2.333,0.482,0.226,0.212,0.166,0.166,0.247,0.223,1.832,1.577
39,1.639,2.550,0.478,0.228,0.171,0.166,0.166,0.151,0.179,1.851,1.577
40,1.532,2.149,0.744,0.240,0.160,0.166,0.166,0.143,0.329,1.093,1.577
41,0.673,2.379,0.496,0.204,0.208,0.166,0.166,0.154,0.303,1.480,1.577
42,1.382,1.720,0.583,0.270,0.171,0.166,0.166,0.197,0.266,1.399,1.577
43,1.348,1.981,0.560,0.219,0.153,0.166,0.166,0.182,0.337,1.665,1.577
44,1.455,2.546,0.629,0.184,0.179,0.166,0.166,0.189,0.198,1.656,1.577
45,1.529,2.346,0.617,0.259,0.164,0.166,0.166,0.247,0.400,1.967,1.577
46,1.486,2.139,0.639,0.325,0.145,0.166,0.166,0.206,0.259,1.725,1.577
47,1.345,2.392,0.435,0.231,0.228,0.166,0.166,0.218,0.325,1.982,1.577
48,1.520,1.976,0.741,0.312,0.234,0.166,0.166,0.194,0.336,1.862,1.577
49,1.134,2.205,0.665,0.321,0.202,0.166,0.166,0.162,0.483,1.588,1.577
50,1.400,1.953,0.639,0.250,0.163,0.166,0.166,0.197,0.190,1.768,1.577
51,0.385,2.134,0.347,0.177,0.163,0.166,0.166,0.186,0.264,1.548,1.577
52,1.262,1.740,0.739,0.214,0.146,0.166,0.166,0.247,0.371,1.363,1.577
53,1.287,2.449,0.779,0.220,0.166,0.166,0.166,0.205,0.224,1.446,1.577
54,1.242,0.895,0.663,0.147,0.155,0.166,0.166,0.247,0.289,1.711,1.577
55,1.243,1.797,0.613,0.202,0.152,0.166,0.166,0.196,0.256,1.069,1.577
56,1.089,2.459,0.600,0.242,0.197,0.166,0.166,0.231,0.320,1.641,1.577
57,1.488,2.502,0.579,0.218,0.177,0.166,0.166,0.227,0.302,1.911,1.577
58,1.364,2.230,0.694,0.211,0.206,0.166,0.166,0.313,0.339,0.446,1.577
59,0.618,1.777,0.412,0.317,0.139,0.166,0.166,0.210,0.308,1.644,1.577
60,1.039,2.229,0.743,0.290,0.136,0.166,0.166,0.289,0.295,1.653,1.577
61,1.839,2.240,0.575,0.180,0.150,0.166,0.166,0.293,0.398,1.788,1.577
62,1.465,2.365,0.286,0.260,0.125,0.166,0.166,0.277,0.340,1.962,1.577
63,1.270,1.435,0.488,0.217,0.198,0.166,0.166,0.224,0.172,1.227,1.577
64,0.950,2.288,0.670,0.193,0.163,0.166,0.166,0.177,0.354,1.970,1.577
65,1.386,1.745,0.714,0.222,0.182,0.166,0.166,0.230,0.295,1.885,1.577
66,1.312,2.031,0.466,0.252,0.191,0.166,0.166,0.184,0.429,1.789,1.577
67,1.392,0.557,0.391,0.215,0.156,0.166,0.166,0.248,0.370,1.310,1.577
68,1.180,2.164,0.438,0.256,0.167,0.166,0.166,0.169,0.210,1.584,1.577
69,1.395,2.197,0.616,0.211,0.180,0.166,0.166,0.123,0.375,1.465,1.577
70,1.444,2.629,0.440,0.237,0.163,0.166,0.166,0.171,0.261,1.261,1.577
71,1.598,2.397,0.300,0.206,0.179,0.166,0.166,0.297,0.205,1.856,1.577
72,1.213,2.283,0.635,0.321,0.185,0.166,0.166,0.208,0.315,1.882,1.577
73,1.274,1.099,0.441,0.224,0.154,0.166,0.166,0.226,0.176,1.361,1.577
74,1.508,2.356,0.523,0.259,0.188,0.166,0.166,0.326,0.330,2.041,1.577
75,1.390,2.135,0.643,0.213,0.154,0.166,0.166,0.264,0.291,1.840,1.577
76,1.137,2.247,0.643,0.269,0.171,0.166,0.166,0.355,0.396,1.449,1.577
77,1.538,2.092,0.630,0.218,0.185,0.166,0.166,0.212,0.290,1.350,1.577
78,1.197,2.116,0.701,0.214,0.224,0.166,0.166,0.297,0.285,1.933,1.577
79,1.385,2.079,0.580,0.313,0.183,0.166,0.166,0.220,0.310,1.844,1.577
80,1.419,2.142,0.610,0.202,0.133,0.166,0.166,0.156,0.301,1.822,1.577
81,1.240,1.026,0.766,0.179,0.186,0.166,0.166,0.231,0.350,2.036,1.577
82,0.787,1.778,0.465,0.285,0.135,0.166,0.166,0.187,0.446,1.376,1.577
83,1.123,2.416,0.694,0.198,0.155,0.166,0.166,0.154,0.297,1.448,1.577
84,1.720,1.789,0.646,0.231,0.162,0.166,0.166,0.348,0.354,1.746,1.577
85,1.448,2.195,0.616,0.196,0.165,0.166,0.166,0.188,0.322,1.303,1.577
86,1.293,2.207,0.426,0.277,0.126,0.166,0.166,0.228,0.256,1.114,1.577
87,1.423,1.303,0.701,0.261,0.182,0.166,0.166,0.246,0.206,1.878,1.577
88,1.414,2.288,0.650,0.185,0.215,0.166,0.166,0.195,0.399,0.752,1.577
89,1.215,2.268,0.630,0.190,0.162,0.166,0.166,0.187,0.228,1.728,1.577
90,1.543,2.527,0.391,0.238,0.191,0.166,0.166,0.239,0.317,1.771,1.577
91,1.161,1.793,0.703,0.267,0.187,0.166,0.166,0.177,0.301,1.270,1.577
92,1.370,2.362,0.669,0.261,0.170,0.166,0.166,0.218,0.364,0.955,1.577
93,1.079,2.304,0.350,0.283,0.170,0.166,0.166,0.258,0.331,1.606,1.577
94,1.195,1.461,0.680,0.203,0.171,0.166,0.166,0.217,0.181,1.588,1.577
95,1.480,2.536,0.810,0.269,0.163,0.166,0.166,0.174,0.349,1.630,1.577
96,1.507,1.718,0.399,0.220,0.119,0.166,0.166,0.227,0.505,1.651,1.577
97,0.622,1.420,0.718,0.208,0.158,0.166,0.166,0.205,0.270,1.592,1.577
98,1.504,0.618,0.525,0.336,0.175,0.166,0.166,0.253,0.276,1.792,1.577
99,0.812,1.882,0.703,0.189,0.205,0.166,0.166,0.178,0.224,0.871,1.577
100,1.381,2.440,0.347,0.220,0.210,0.166,0.166,0.287,0.302,2.029,1.577
101,1.630,2.017,0.479,0.236,0.142,0.166,0.166,0.316,0.344,1.848,1.577
102,1.429,1.299,0.439,0.190,0.178,0.166,0.166,0.271,0.340,1.145,1.577
103,0.826,2.269,0.639,0.310,0.142,0.166,0.166,0.165,0.408,1.790,1.577
104,0.679,2.202,0.664,0.249,0.147,0.166,0.166,0.137,0.280,1.801,1.577
105,0.895,2.281,0.754,0.191,0.172,0.166,0.166,0.187,0.380,1.538,1.577
106,1.099,2.409,0.632,0.219,0.214,0.166,0.166,0.218,0.339,1.491,1.577
107,1.302,2.578,0.695,0.235,0.221,0.166,0.166,0.178,0.363,1.850,1.577
108,1.404,2.183,0.684,0.217,0.159,0.166,0.166,0.234,0.538,1.465,1.577
109,1.173,2.073,0.469,0.260,0.189,0.166,0.166,0.271,0.483,1.885,1.577
110,0.991,1.981,0.730,0.302,0.199,0.166,0.166,0.189,0.435,1.010,1.577
111,1.082,2.241,0.536,0.195,0.142,0.166,0.166,0.284,0.410,1.920,1.577
112,1.090,2.224,0.351,0.257,0.168,0.166,0.166,0.151,0.247,2.201,1.577
113,1.136,2.310,0.527,0.282,0.131,0.166,0.166,0.195,0.772,1.565,1.577
114,1.757,1.349,0.663,0.213,0.128,0.166,0.166,0.301,0.364,1.915,1.577
115,1.231,2.141,0.582,0.166,0.159,0.166,0.166,1.108,0.310,1.690,1.577
116,1.268,2.159,0.424,0.275,0.119,0.166,0.166,0.262,0.304,1.714,1.577
117,1.353,1.869,0.340,0.202,0.152,0.166,0.166,0.184,0.350,1.424,1.577
118,1.469,1.283,0.353,0.328,0.156,0.166,0.166,0.269,0.283,1.941,1.577
119,1.671,2.377,0.301,0.164,0.148,0.166,0.166,0.193,0.274,1.677,1.577
120,1.693,2.092,0.587,0.194,0.178,0.166,0.166,0.313,0.486,1.770,1.577
121,1.513,2.353,0.511,0.204,0.170,0.166,0.166,0.180,0.213,1.354,1.577
122,1.592,2.440,0.728,0.252,0.178,0.166,0.166,0.203,0.274,1.721,1.577
123,1.027,1.590,0.381,0.189,0.189,0.166,0.166,0.197,0.428,1.829,1.577
124,1.531,1.430,0.441,0.196,0.123,0.166,0.166,0.176,0.243,1.362,1.577
125,1.232,1.233,0.441,0.166,0.193,0.166,0.166,0.145,0.418,1.883,1.577
126,1.429,2.593,0.652,0.234,0.199,0.166,0.166,0.197,0.313,1.710,1.577
127,1.494,2.181,0.487,0.280,0.181,0.166,0.166,0.273,0.339,1.297,1.577
128,1.392,2.495,0.470,0.206,0.136,0.166,0.166,0.191,0.558,0.460,1.577
129,0.550,1.823,0.595,0.106,0.207,0.166,0.166,0.209,0.205,1.551,1.577
130,1.422,2.368,0.720,0.217,0.163,0.166,0.166,0.129,0.311,1.675,1.577
131,1.391,2.233,0.624,0.183,0.214,0.166,0.166,0.263,0.315,1.446,1.577
132,1.663,2.036,0.644,0.226,0.194,0.166,0.166,0.179,0.321,1.456,1.577
133,1.313,1.466,0.729,0.234,0.164,0.166,0.166,0.207,0.353,0.711,1.577
134,1.246,2.059,0.504,0.197,0.138,0.166,0.166,0.161,0.341,1.089,1.577
135,1.637,1.641,0.680,0.194,0.203,0.166,0.166,0.121,0.237,0.500,1.577
136,1.511,1.495,0.466,0.250,0.158,0.166,0.166,0.258,0.175,1.520,1.577
137,1.564,2.230,0.469,0.241,0.185,0.166,0.166,0.218,0.211,1.853,1.577
138,1.476,2.171,0.722,0.283,0.176,0.166,0.166,0.181,0.432,1.004,1.577
139,1.429,1.925,0.508,0.259,0.125,0.166,0.166,0.259,0.430,1.526,1.577
140,1.538,2.300,0.672,0.305,0.170,0.166,0.166,0.234,0.340,1.629,1.577
141,1.522,1.589,0.708,0.242,0.164,0.166,0.166,0.178,0.341,1.727,1.577
142,1.164,2.158,0.652,0.271,0.138,0.166,0.166,0.264,0.291,1.642,1.577
143,1.585,2.512,0.420,0.198,0.154,0.166,0.166,0.202,0.409,1.644,1.577
144,0.835,1.147,0.433,0.171,0.142,0.166,0.166,0.184,0.316,1.388,1.577
145,1.412,2.048,0.500,0.221,0.194,0.166,0.166,0.293,0.369,1.532,1.577
146,0.730,2.450,0.587,0.238,0.154,0.166,0.166,0.293,0.278,1.431,1.577
147,1.562,2.299,0.747,0.194,0.183,0.166,0.166,0.269,0.272,1.052,1.577
148,1.398,2.617,0.708,0.171,0.173,0.166,0.166,0.278,0.371,0.599,1.577
149,1.370,2.175,0.587,0.238,0.114,0.166,0.166,0.185,0.311,1.619,1.577
150,1.280,2.173,0.586,0.193,0.192,0.166,0.166,0.247,0.274,1.609,1.577
151,1.569,1.597,0.344,0.198,0.164,0.166,0.166,0.186,0.247,1.463,1.577
152,1.115,1.411,0.657,0.203,0.159,0.166,0.166,0.244,0.273,1.269,1.577
153,1.578,1.936,0.690,0.227,0.167,0.166,0.166,0.223,0.275,1.783,1.577
154,1.297,2.095,0.721,0.225,0.194,0.166,0.166,0.268,0.290,1.784,1.577
155,1.414,2.206,0.403,0.250,0.169,0.166,0.166,0.163,0.414,1.722,1.577
156,1.270,2.186,0.468,0.224,0.196,0.166,0.166,0.288,0.319,1.381,1.577
157,1.083,2.214,0.591,0.283,0.143,0.166,0.166,0.272,0.240,1.595,1.577
158,1.693,1.950,0.718,0.297,0.169,0.166,0.166,0.268,0.271,1.514,1.577
159,1.233,1.859,0.568,0.189,0.158,0.166,0.166,0.173,0.282,1.755,1.577
160,1.636,1.104,0.341,0.331,0.191,0.166,0.166,0.166,0.509,1.289,1.577
161,1.427,2.390,0.411,0.230,0.152,0.166,0.166,0.179,0.354,1.568,1.577
162,1.544,2.406,0.684,0.226,0.206,0.166,0.166,0.263,0.590,1.508,1.577
163,1.348,2.236,0.647,0.183,0.150,0.166,0.166,0.187,0.489,1.746,1.577
164,1.286,1.084,0.358,0.187,0.152,0.166,0.166,0.168,0.289,1.535,1.577
165,1.502,2.232,0.342,0.229,0.192,0.166,0.166,0.342,0.428,1.908,1.577
166,1.698,1.223,0.705,0.226,0.148,0.166,0.166,0.214,0.364,1.407,1.577
167,1.222,1.940,0.630,0.179,0.153,0.166,0.166,0.194,0.272,1.782,1.577
168,1.268,2.563,0.509,0.246,0.165,0.166,0.166,0.167,0.204,1.863,1.577
169,1.043,2.428,0.593,0.271,0.156,0.166,0.166,0.171,0.450,1.450,1.577
170,1.248,2.451,0.523,0.216,0.156,0.166,0.166,0.198,0.390,1.779,1.577
171,1.116,2.438,0.628,0.252,0.132,0.166,0.166,0.178,0.290,0.909,1.577
172,1.917,2.023,0.685,0.209,0.164,0.166,0.166,0.311,0.393,1.362,1.577
173,1.275,1.439,0.584,0.286,0.175,0.166,0.166,0.173,0.383,1.523,1.577
174,0.821,1.990,0.606,0.244,0.142,0.166,0.166,0.363,0.274,1.672,1.577
175,1.225,1.222,0.736,0.228,0.165,0.166,0.166,0.172,0.316,1.899,1.577
176,1.083,1.978,0.613,0.210,0.179,0.166,0.166,0.246,0.282,1.880,1.577
177,1.270,2.402,0.416,0.259,0.172,0.166,0.166,0.162,0.275,1.889,1.577
178,0.625,2.499,0.695,0.191,0.150,0.166,0.166,0.267,0.314,1.874,1.577
179,0.471,1.191,0.318,0.187,0.173,0.166,0.166,0.192,0.273,1.229,1.577
180,1.386,2.507,0.650,0.268,0.153,0.166,0.166,0.268,0.347,1.901,1.577
181,1.385,2.684,0.691,0.171,0.148,0.166,0.166,0.160,0.303,1.868,1.577
182,1.580,1.967,0.357,0.309,0.187,0.166,0.166,0.246,0.324,1.159,1.577
183,1.692,2.070,0.477,0.267,0.185,0.166,0.166,0.183,0.277,1.158,1.577
184,1.488,2.379,0.380,0.275,0.196,0.166,0.166,0.146,0.333,1.320,1.577
185,1.135,2.287,0.757,0.202,0.165,0.166,0.166,0.247,0.238,1.367,1.577
186,0.803,1.709,0.713,0.196,0.177,0.166,0.166,0.290,0.276,1.199,1.577
187,0.719,1.971,0.506,0.188,0.167,0.166,0.166,0.177,0.321,1.673,1.577
188,0.736,2.101,0.666,0.207,0.139,0.166,0.166,0.219,0.225,1.054,1.577
189,1.486,1.961,0.567,0.218,0.174,0.166,0.166,0.220,0.313,1.909,1.577
190,1.087,2.221,0.328,0.223,0.206,0.166,0.166,0.294,0.215,1.603,1.577
191,0.638,1.960,0.623,0.256,0.170,0.166,0.166,0.318,0.293,1.573,1.577
192,1.461,0.989,0.726,0.203,0.165,0.166,0.166,0.246,0.270,1.451,1.577
193,1.672,2.350,0.370,0.330,0.197,0.166,0.166,0.250,0.322,2.044,1.577
194,1.189,2.300,0.435,0.200,0.161,0.166,0.166,0.235,0.279,1.705,1.577
195,1.202,2.473,0.654,0.180,0.139,0.166,0.166,0.150,0.391,1.903,1.577
196,1.761,1.453,0.448,0.186,0.195,0.166,0.166,0.199,0.345,1.694,1.577
197,1.416,1.506,0.700,0.199,0.165,0.166,0.166,0.183,0.303,1.372,1.577
198,1.627,2.344,0.326,0.166,0.169,0.166,0.166,0.201,0.327,1.515,1.577
199,0.996,2.173,0.752,0.280,0.166,0.166,0.166,0.205,0.200,1.577,1.577
