,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
44,1.424,2.175,0.268,0.195,0.251,0.178,0.178,0.177,0.298,2.035,1.878
45,1.316,1.947,0.354,0.230,0.155,0.178,0.178,0.351,0.326,2.020,1.878
46,1.507,1.853,0.639,0.317,0.179,0.178,0.178,0.190,0.303,1.157,1.878
47,1.278,2.170,0.568,0.197,0.233,0.178,0.178,0.251,0.295,1.738,1.878
48,1.481,1.462,0.552,0.285,0.175,0.178,0.178,0.210,0.318,1.748,1.878
49,1.280,2.041,0.688,0.257,0.146,0.178,0.178,0.178,0.373,1.539,1.878
50,1.347,2.055,0.430,0.258,0.220,0.178,0.178,1.109,0.269,1.708,1.878
51,1.245,1.045,0.306,0.234,0.185,0.178,0.178,0.193,0.319,1.684,1.878
52,1.123,0.500,0.532,0.252,0.228,0.178,0.178,0.229,0.566,1.384,1.878
53,1.388,2.178,0.564,0.200,0.228,0.178,0.178,0.209,0.251,1.674,1.878
54,1.162,1.632,0.518,0.190,0.251,0.178,0.178,0.324,0.302,1.853,1.878
55,1.380,1.947,0.352,0.242,0.167,0.178,0.178,0.213,0.289,1.212,1.878
56,1.351,2.281,0.483,0.188,0.148,0.178,0.178,0.218,0.300,1.314,1.878
57,1.552,2.188,0.222,0.300,0.149,0.178,0.178,0.664,0.264,1.733,1.878
58,1.452,1.089,0.685,0.244,0.165,0.178,0.178,0.170,0.323,0.441,1.878
59,1.371,2.011,0.284,0.208,0.212,0.178,0.178,0.200,0.314,1.784,1.878
60,1.117,2.242,0.704,0.212,0.191,0.178,0.178,0.186,0.273,1.211,1.878
61,1.581,2.021,0.319,0.207,0.179,0.178,0.178,0.164,0.419,1.919,1.878
62,1.657,1.972,0.375,0.268,0.211,0.178,0.178,0.196,0.340,2.029,1.878
63,1.566,2.133,0.343,0.255,0.209,0.178,0.178,0.208,0.299,1.669,1.878
64,0.876,2.373,0.392,0.277,0.263,0.178,0.178,0.197,0.306,2.035,1.878
65,1.696,1.690,0.562,0.292,0.150,0.178,0.178,0.746,0.303,1.699,1.878
66,1.312,1.993,0.665,0.276,0.210,0.178,0.178,0.219,0.423,1.688,1.878
67,1.409,0.547,0.451,0.351,0.232,0.178,0.178,0.228,0.373,1.397,1.878
68,1.367,2.316,0.336,0.204,0.171,0.178,0.178,0.192,0.228,1.864,1.878
69,1.584,1.917,0.362,0.236,0.239,0.178,0.178,1.241,0.340,1.430,1.878
70,1.369,2.581,0.484,0.269,0.182,0.178,0.178,0.904,0.295,1.407,1.878
71,1.380,2.137,0.351,0.305,0.137,0.178,0.178,0.181,0.254,1.682,1.878
72,1.024,2.095,0.497,0.275,0.145,0.178,0.178,0.161,0.377,1.477,1.878
73,1.508,1.955,0.604,0.223,0.212,0.178,0.178,0.265,0.302,1.413,1.878
74,1.688,2.386,0.300,0.282,0.193,0.178,0.178,0.236,0.293,1.842,1.878
75,1.504,2.244,0.407,0.222,0.147,0.178,0.178,0.281,0.308,1.613,1.878
76,1.439,2.411,0.654,0.258,0.169,0.178,0.178,1.072,0.394,1.618,1.878
77,1.313,1.979,0.456,0.252,0.220,0.178,0.178,1.309,0.274,1.285,1.878
78,1.430,2.016,0.515,0.273,0.194,0.178,0.178,0.324,0.293,1.874,1.878
79,1.353,2.448,0.447,0.198,0.258,0.178,0.178,0.882,0.308,1.792,1.878
80,1.715,2.237,0.311,0.215,0.187,0.178,0.178,0.175,0.289,1.536,1.878
81,1.088,1.814,0.352,0.187,0.141,0.178,0.178,0.190,0.231,2.105,1.878
82,0.811,1.815,0.711,0.215,0.203,0.178,0.178,0.195,0.443,1.540,1.878
83,1.435,2.311,0.493,0.190,0.206,0.178,0.178,0.159,0.572,1.486,1.878
84,1.644,1.116,0.470,0.227,0.214,0.178,0.178,0.202,0.250,1.630,1.878
85,1.705,2.002,0.502,0.200,0.234,0.178,0.178,0.527,0.228,1.551,1.878
86,1.651,1.180,0.644,0.242,0.208,0.178,0.178,0.200,0.406,1.118,1.878
87,1.528,1.387,0.408,0.216,0.192,0.178,0.178,0.159,0.312,1.683,1.878
88,1.396,2.413,0.379,0.184,0.240,0.178,0.178,1.291,0.411,1.777,1.878
89,1.323,1.706,0.381,0.190,0.219,0.178,0.178,0.212,0.208,1.735,1.878
90,1.534,2.477,0.384,0.241,0.164,0.178,0.178,0.166,0.386,2.079,1.878
91,1.258,1.634,0.523,0.199,0.237,0.178,0.178,0.192,0.324,1.336,1.878
92,1.303,2.371,0.469,0.240,0.150,0.178,0.178,0.296,0.346,0.831,1.878
93,0.866,1.084,0.377,0.321,0.142,0.178,0.178,0.189,0.348,1.582,1.878
94,1.257,1.328,0.394,0.217,0.234,0.178,0.178,0.308,0.264,1.572,1.878
95,1.549,2.576,0.417,0.239,0.149,0.178,0.178,0.179,0.351,1.296,1.878
96,1.761,1.714,0.441,0.207,0.193,0.178,0.178,0.261,0.506,1.898,1.878
97,1.329,2.207,0.535,0.217,0.209,0.178,0.178,0.223,0.330,1.787,1.878
98,1.487,0.651,0.524,0.189,0.178,0.178,0.178,0.262,0.315,1.362,1.878
99,0.607,1.829,0.368,0.227,0.186,0.178,0.178,1.022,0.325,1.741,1.878
100,1.664,2.389,0.351,0.249,0.179,0.178,0.178,0.225,0.380,1.852,1.878
101,1.460,2.307,0.371,0.268,0.171,0.178,0.178,0.181,0.347,1.908,1.878
102,1.514,2.360,0.323,0.218,0.174,0.178,0.178,0.148,0.369,1.056,1.878
103,0.744,1.170,0.358,0.217,0.135,0.178,0.178,0.163,0.480,1.711,1.878
104,1.693,2.131,0.386,0.190,0.192,0.178,0.178,0.144,0.389,1.714,1.878
105,0.886,2.159,0.398,0.194,0.195,0.178,0.178,0.188,0.350,1.740,1.878
106,1.234,2.276,0.626,0.227,0.191,0.178,0.178,1.161,0.349,1.878,1.878
107,1.531,2.248,0.669,0.206,0.192,0.178,0.178,0.188,0.338,1.642,1.878
108,1.555,2.040,0.469,0.227,0.143,0.178,0.178,0.341,0.516,1.575,1.878
109,1.331,2.207,0.507,0.296,0.177,0.178,0.178,0.306,0.508,1.709,1.878
110,1.078,2.147,0.507,0.208,0.177,0.178,0.178,0.167,0.367,0.381,1.878
111,1.055,2.239,0.426,0.209,0.170,0.178,0.178,0.364,0.350,1.649,1.878
112,0.967,2.240,0.402,0.248,0.188,0.178,0.178,0.164,0.285,1.814,1.878
113,1.156,2.336,0.439,0.262,0.218,0.178,0.178,0.202,0.778,1.822,1.878
114,1.867,0.630,0.420,0.264,0.148,0.178,0.178,0.203,0.365,1.933,1.878
115,1.296,2.217,0.603,0.243,0.248,0.178,0.178,1.152,0.232,1.513,1.878
116,1.306,2.296,0.529,0.222,0.141,0.178,0.178,0.281,0.468,1.820,1.878
117,1.252,2.065,0.601,0.227,0.134,0.178,0.178,0.168,0.334,1.527,1.878
118,1.647,1.318,0.379,0.240,0.143,0.178,0.178,1.258,0.302,1.669,1.878
119,1.820,2.390,0.357,0.291,0.217,0.178,0.178,1.492,0.303,1.670,1.878
120,1.807,2.260,0.406,0.198,0.195,0.178,0.178,0.185,0.375,1.732,1.878
121,1.351,2.339,0.505,0.198,0.167,0.178,0.178,0.162,0.292,1.275,1.878
122,1.659,2.513,0.513,0.232,0.226,0.178,0.178,1.783,0.381,1.836,1.878
123,1.004,1.152,0.403,0.312,0.156,0.178,0.178,0.318,0.490,1.422,1.878
124,1.506,1.511,0.687,0.193,0.165,0.178,0.178,1.272,0.320,1.366,1.878
125,1.041,2.213,0.738,0.186,0.156,0.178,0.178,0.188,0.419,1.842,1.878
126,1.775,2.254,0.439,0.237,0.215,0.178,0.178,0.249,0.318,1.745,1.878
127,1.775,1.590,0.660,0.204,0.218,0.178,0.178,1.620,0.308,1.197,1.878
128,1.291,2.339,0.517,0.171,0.160,0.178,0.178,0.197,0.560,1.900,1.878
129,1.233,1.422,0.629,0.291,0.250,0.178,0.178,0.209,0.245,1.791,1.878
130,1.224,1.544,0.703,0.234,0.219,0.178,0.178,0.164,0.300,1.641,1.878
131,1.372,2.414,0.317,0.192,0.232,0.178,0.178,0.295,0.303,1.372,1.878
132,1.839,1.782,0.638,0.207,0.195,0.178,0.178,0.178,0.355,1.450,1.878
133,1.188,1.782,0.416,0.236,0.250,0.178,0.178,0.234,0.399,1.861,1.878
134,1.263,1.846,0.342,0.201,0.211,0.178,0.178,0.176,0.339,1.061,1.878
135,1.646,1.878,0.704,0.260,0.140,0.178,0.178,0.789,0.253,0.502,1.878
136,1.279,2.326,0.357,0.203,0.174,0.178,0.178,0.228,0.291,1.713,1.878
137,1.410,1.925,0.506,0.281,0.171,0.178,0.178,0.247,0.240,1.958,1.878
138,1.767,1.952,0.696,0.229,0.141,0.178,0.178,0.186,0.334,0.938,1.878
139,1.259,1.257,0.568,0.259,0.137,0.178,0.178,0.220,0.403,1.650,1.878
140,1.616,1.516,0.365,0.215,0.235,0.178,0.178,0.214,0.312,1.828,1.878
141,1.640,0.964,0.465,0.259,0.147,0.178,0.178,0.210,0.293,1.379,1.878
142,0.964,2.207,0.350,0.230,0.160,0.178,0.178,1.287,0.314,1.231,1.878
143,1.686,2.264,0.368,0.232,0.121,0.178,0.178,0.192,0.348,1.620,1.878
144,1.006,1.968,0.436,0.170,0.203,0.178,0.178,0.179,0.226,1.715,1.878
145,1.853,2.307,0.474,0.247,0.177,0.178,0.178,0.321,0.388,1.134,1.878
146,1.528,1.620,0.379,0.232,0.165,0.178,0.178,0.161,0.283,1.291,1.878
147,1.713,2.102,0.540,0.192,0.213,0.178,0.178,0.173,0.511,0.883,1.878
148,1.496,2.323,0.386,0.255,0.098,0.178,0.178,0.196,0.414,0.578,1.878
149,1.296,1.357,0.437,0.252,0.173,0.178,0.178,0.196,0.302,1.888,1.878
150,1.390,2.053,0.378,0.249,0.164,0.178,0.178,0.220,0.288,1.694,1.878
151,1.623,1.423,0.368,0.228,0.138,0.178,0.178,1.135,0.313,1.713,1.878
152,1.097,2.297,0.460,0.209,0.250,0.178,0.178,0.236,0.258,1.192,1.878
153,1.520,1.855,0.497,0.322,0.159,0.178,0.178,0.216,0.282,1.575,1.878
154,1.591,1.907,0.718,0.205,0.139,0.178,0.178,0.192,0.300,1.785,1.878
155,1.552,2.568,0.672,0.327,0.186,0.178,0.178,0.166,0.308,1.834,1.878
156,1.103,1.882,0.332,0.279,0.215,0.178,0.178,0.271,0.292,1.302,1.878
157,1.118,2.491,0.284,0.261,0.180,0.178,0.178,0.221,0.267,1.675,1.878
158,1.676,1.920,0.699,0.277,0.153,0.178,0.178,0.364,0.253,1.418,1.878
159,1.285,1.413,0.396,0.272,0.133,0.178,0.178,0.290,0.245,1.479,1.878
160,1.666,2.342,0.428,0.311,0.196,0.178,0.178,0.212,0.539,1.391,1.878
161,1.418,2.094,0.391,0.228,0.157,0.178,0.178,0.198,0.263,1.394,1.878
162,1.594,2.235,0.502,0.253,0.241,0.178,0.178,0.184,0.634,1.531,1.878
163,1.306,2.431,0.639,0.187,0.151,0.178,0.178,0.188,0.394,1.426,1.878
164,1.477,2.148,0.348,0.251,0.208,0.178,0.178,1.224,0.303,1.636,1.878
165,1.397,2.054,0.441,0.230,0.157,0.178,0.178,1.528,0.417,1.609,1.878
166,1.661,1.148,0.695,0.231,0.211,0.178,0.178,0.217,0.382,1.599,1.878
167,1.522,1.748,0.325,0.233,0.135,0.178,0.178,0.449,0.276,1.987,1.878
168,1.331,1.564,0.328,0.290,0.163,0.178,0.178,0.152,0.243,1.908,1.878
169,1.179,2.267,0.486,0.215,0.226,0.178,0.178,0.158,0.445,1.401,1.878
170,1.147,2.510,0.501,0.209,0.182,0.178,0.178,1.225,0.410,1.938,1.878
171,1.022,2.335,0.611,0.242,0.163,0.178,0.178,1.532,0.268,0.632,1.878
172,1.634,2.110,0.330,0.184,0.164,0.178,0.178,1.400,0.380,0.232,1.878
173,1.518,2.492,0.510,0.348,0.115,0.178,0.178,1.565,0.376,1.411,1.878
174,0.754,2.139,0.600,0.234,0.151,0.178,0.178,0.486,0.282,1.221,1.878
175,1.139,2.275,0.728,0.234,0.149,0.178,0.178,0.204,0.268,1.879,1.878
176,0.991,0.961,0.638,0.240,0.178,0.178,0.178,0.208,0.333,2.143,1.878
177,1.356,1.307,0.430,0.223,0.168,0.178,0.178,0.197,0.252,2.032,1.878
178,1.698,2.319,0.655,0.294,0.216,0.178,0.178,0.222,0.276,2.083,1.878
179,1.009,2.136,0.378,0.205,0.219,0.178,0.178,0.182,0.313,1.366,1.878
180,1.471,2.549,0.705,0.230,0.139,0.178,0.178,0.134,0.298,2.015,1.878
181,1.375,2.341,0.635,0.237,0.167,0.178,0.178,0.185,0.268,1.868,1.878
182,1.880,1.933,0.451,0.369,0.175,0.178,0.178,0.158,0.327,1.251,1.878
183,1.439,2.195,0.540,0.231,0.139,0.178,0.178,0.159,0.274,1.174,1.878
184,1.411,2.478,0.497,0.213,0.165,0.178,0.178,0.141,0.289,1.651,1.878
185,1.111,2.017,0.561,0.238,0.182,0.178,0.178,0.246,0.356,1.212,1.878
186,0.818,1.792,0.482,0.213,0.231,0.178,0.178,0.154,0.266,1.361,1.878
187,0.886,1.151,0.371,0.200,0.153,0.178,0.178,0.207,0.340,1.904,1.878
188,1.511,2.076,0.641,0.240,0.181,0.178,0.178,1.567,0.788,1.315,1.878
189,1.462,1.961,0.360,0.199,0.197,0.178,0.178,0.225,0.310,1.929,1.878
190,1.405,1.605,0.309,0.300,0.161,0.178,0.178,0.290,0.230,1.602,1.878
191,1.669,1.685,0.380,0.177,0.234,0.178,0.178,0.188,0.255,1.963,1.878
192,1.553,2.165,0.649,0.218,0.171,0.178,0.178,0.217,0.356,1.621,1.878
193,1.673,2.457,0.313,0.220,0.170,0.178,0.178,0.265,0.343,1.850,1.878
194,1.271,2.525,0.446,0.178,0.163,0.178,0.178,1.208,0.287,1.945,1.878
195,1.228,1.662,0.619,0.230,0.204,0.178,0.178,0.634,0.398,1.643,1.878
196,1.702,1.913,0.457,0.240,0.161,0.178,0.178,0.198,0.346,1.626,1.878
197,1.432,2.333,0.343,0.172,0.161,0.178,0.178,1.322,0.505,1.424,1.878
198,1.518,2.377,0.347,0.279,0.163,0.178,0.178,0.194,0.325,1.088,1.878
199,0.881,2.021,0.436,0.224,0.178,0.178,0.178,0.214,0.353,1.878,1.878
