,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,1.,0.3064,0.0003,1.,1.,1.,0.0000
DCC_joint,nan,-10.7384,-,0.0000,0.0041,1.,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,0.28,15.0583,-,0.0812,0.0000,1.,1.,0.3663,0.0000
SW_cross_validated,nan,-2.953,4.9034,-3.5563,-,0.8437,0.3893,0.0142,1.,0.0000
SW_15,nan,-6.2219,2.2146,-7.5255,-2.4762,-,0.0008,0.0000,0.0038,0.0000
SW_30,nan,0.2373,8.9631,0.0517,2.842,5.6638,-,1.,1.,0.0000
SW_60,nan,1.5461,14.2426,1.7025,4.341,8.0642,1.0194,-,0.0350,0.0000
SW_120,nan,-1.9603,9.7435,-2.8703,1.5886,4.9403,-1.875,-3.934,-,0.0000
sFC,nan,-61.5074,-70.0759,-110.6373,-38.9526,-41.6394,-46.4963,-79.556,-71.191,-
