,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,36.69,54.54,16.91,30.11,53.52,59.76,0.56
DCC_bivariate_loop,,,36.69,,5.64,2.50,0.20,0.60,1.79,36.39
SW_cross_validated,,,54.54,5.64,,0.57,4.64,8.10,5.50,53.00
SW_15,,,16.91,2.50,0.57,,2.28,3.09,1.69,16.91
SW_30,,,30.11,0.20,4.64,2.28,,0.76,1.32,29.98
SW_60,,,53.52,0.60,8.10,3.09,0.76,,3.11,52.58
SW_120,,,59.76,1.79,5.50,1.69,1.32,3.11,,58.20
sFC,,,0.56,36.39,53.00,16.91,29.98,52.58,58.20,
