,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-17.60,8.72,-10.45,-15.57,-17.81,-0.45,-0.16
DCC_bivariate_loop,,,-17.60,,24.45,0.80,-4.07,-3.74,10.65,17.92
SW_cross_validated,,,8.72,24.45,,-14.08,-19.28,-22.64,-4.10,-9.62
SW_15,,,-10.45,0.80,-14.08,,-4.01,-3.64,7.84,10.48
SW_30,,,-15.57,-4.07,-19.28,-4.01,,0.79,11.95,15.65
SW_60,,,-17.81,-3.74,-22.64,-3.64,0.79,,12.53,17.98
SW_120,,,-0.45,10.65,-4.10,7.84,11.95,12.53,,0.38
sFC,,,-0.16,17.92,-9.62,10.48,15.65,17.98,0.38,
