,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,8.6320e-13,7.0493e-08,4.5381e-09,6.8713e-12,7.0406e-13,6.5812e-01,8.7463e-01
DCC_bivariate_loop,,,8.6320e-13,,2.9319e-15,4.3414e-01,7.2374e-04,1.5087e-03,3.3843e-09,6.3727e-13
SW_cross_validated,,,7.0493e-08,2.9319e-15,,3.6928e-11,1.8118e-13,1.1188e-14,6.6573e-04,1.6274e-08
SW_15,,,4.5381e-09,4.3414e-01,3.6928e-11,,8.2059e-04,1.8694e-03,3.2517e-07,4.3149e-09
SW_30,,,6.8713e-12,7.2374e-04,1.8118e-13,8.2059e-04,,4.4003e-01,5.4111e-10,6.3104e-12
SW_60,,,7.0406e-13,1.5087e-03,1.1188e-14,1.8694e-03,4.4003e-01,,2.4952e-10,5.9991e-13
SW_120,,,6.5812e-01,3.3843e-09,6.6573e-04,3.2517e-07,5.4111e-10,2.4952e-10,,7.0787e-01
sFC,,,8.7463e-01,6.3727e-13,1.6274e-08,4.3149e-09,6.3104e-12,5.9991e-13,7.0787e-01,
