,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.18,0.77,3.02,12.62,8.61,5.95,4.49,0.56
DCC_joint,,-0.18,,1.08,3.73,17.30,11.06,7.52,5.59,0.88
DCC_bivariate_loop,,0.77,1.08,,2.19,11.17,7.47,4.95,3.58,-0.26
SW_cross_validated,,3.02,3.73,2.19,,8.36,4.93,2.53,1.28,-2.64
SW_15,,12.62,17.30,11.17,8.36,,-3.66,-6.33,-7.34,-13.07
SW_30,,8.61,11.06,7.47,4.93,-3.66,,-2.59,-3.76,-8.61
SW_60,,5.95,7.52,4.95,2.53,-6.33,-2.59,,-1.26,-5.74
SW_120,,4.49,5.59,3.58,1.28,-7.34,-3.76,-1.26,,-4.19
sFC,,0.56,0.88,-0.26,-2.64,-13.07,-8.61,-5.74,-4.19,
