,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.56,-6.86,1.33,-3.96,-5.34,-6.48,-0.12,-1.60
DCC_joint,,-2.56,,-7.51,5.25,-2.91,-4.63,-6.82,2.73,2.55
DCC_bivariate_loop,,-6.86,-7.51,,9.51,1.24,0.11,0.34,7.32,8.73
SW_cross_validated,,1.33,5.25,9.51,,-5.36,-7.00,-9.01,-1.58,-4.04
SW_15,,-3.96,-2.91,1.24,-5.36,,-0.97,-1.00,4.04,3.62
SW_30,,-5.34,-4.63,0.11,-7.00,-0.97,,0.14,5.52,5.42
SW_60,,-6.48,-6.82,0.34,-9.01,-1.00,0.14,,6.90,7.99
SW_120,,-0.12,2.73,7.32,-1.58,4.04,5.52,6.90,,-1.64
sFC,,-1.60,2.55,8.73,-4.04,3.62,5.42,7.99,-1.64,
