,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.55,1.51,0.22,1.14,0.42,0.02,0.27,1.33
DCC_joint,,1.55,,0.10,2.25,6.03,4.18,3.33,3.08,0.07
DCC_bivariate_loop,,1.51,0.10,,2.21,6.03,4.14,3.29,3.03,0.00
SW_cross_validated,,0.22,2.25,2.21,,1.08,0.20,0.35,0.02,1.83
SW_15,,1.14,6.03,6.03,1.08,,1.49,2.49,1.42,3.79
SW_30,,0.42,4.18,4.14,0.20,1.49,,0.90,0.22,2.70
SW_60,,0.02,3.33,3.29,0.35,2.49,0.90,,0.50,2.11
SW_120,,0.27,3.08,3.03,0.02,1.42,0.22,0.50,,2.24
sFC,,1.33,0.07,0.00,1.83,3.79,2.70,2.11,2.24,
