,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SVWP,0.5341,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_joint,1.4689,0.8476,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,-15.8788,-16.6885,-21.6494,-,0.0000,0.0000,1.,0.0286,0.0000
SW_15,-44.4521,-46.0737,-66.994,-29.6242,-,0.0000,0.0000,0.0000,0.0000
SW_30,-27.4412,-28.6589,-40.9571,-10.3301,26.9538,-,0.0000,0.0000,0.0000
SW_60,-19.1501,-20.1506,-28.1385,-1.5556,35.8629,10.913,-,0.0000,0.0000
SW_120,-13.8124,-14.6532,-19.8737,3.3803,37.8411,15.7867,5.718,-,0.0000
sFC,0.3979,-0.208,-1.2897,19.1035,57.7295,35.2282,24.203,17.1067,-
