,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,153,109,155,179,145,179,171,179,179,131,179
1,177,171,169,139,147,175,175,179,169,179,145
2,179,177,179,169,147,177,179,179,179,175,143
3,171,171,169,169,125,137,173,179,175,153,179
4,133,123,173,169,141,157,169,147,169,175,173
5,179,153,159,175,179,177,131,143,155,123,163
6,155,171,141,179,147,179,179,173,137,163,177
7,167,179,131,177,127,119,179,165,179,149,175
8,167,179,179,179,141,179,161,179,157,171,179
9,117,141,147,179,179,179,175,179,127,177,165
