,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-4.62,-2.63,4.97,29.54,18.38,12.51,9.14,-0.72
DCC_joint,,-4.62,,2.32,8.87,56.35,38.97,29.50,23.49,3.75
DCC_bivariate_loop,,-2.63,2.32,,7.33,42.86,28.45,20.75,16.15,1.82
SW_cross_validated,,4.97,8.87,7.33,,14.94,7.04,2.92,0.63,-5.55
SW_15,,29.54,56.35,42.86,14.94,,-18.21,-28.17,-33.14,-30.88
SW_30,,18.38,38.97,28.45,7.04,-18.21,,-9.96,-15.31,-19.58
SW_60,,12.51,29.50,20.75,2.92,-28.17,-9.96,,-5.57,-13.63
SW_120,,9.14,23.49,16.15,0.63,-33.14,-15.31,-5.57,,-10.21
sFC,,-0.72,3.75,1.82,-5.55,-30.88,-19.58,-13.63,-10.21,
