,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0077,0.6067,0.0036,0.0000,0.0000,0.0000,0.0000,1.
DCC_joint,nan,4.6203,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0525
DCC_bivariate_loop,nan,2.6338,-2.323,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-4.9664,-8.8661,-7.3254,-,0.0000,0.0001,0.3256,1.,0.0010
SW_15,nan,-29.5358,-56.3465,-42.8614,-14.9386,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-18.381,-38.9657,-28.4491,-7.0422,18.2097,-,0.0000,0.0000,0.0000
SW_60,nan,-12.506,-29.4989,-20.746,-2.9249,28.1681,9.9647,-,0.001,0.0000
SW_120,nan,-9.1441,-23.4913,-16.1499,-0.6346,33.1445,15.3092,5.5694,-,0.0000
sFC,nan,0.7221,-3.7522,-1.8179,5.5496,30.8809,19.5839,13.6312,10.2129,-
