,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.10,-2.51,6.33,24.25,13.94,8.44,6.26,2.45
DCC_joint,,-1.10,,-3.08,12.56,64.62,35.62,16.34,12.98,7.28
DCC_bivariate_loop,,-2.51,-3.08,,14.96,71.36,40.43,18.85,15.55,10.37
SW_cross_validated,,6.33,12.56,14.96,,28.45,11.17,2.94,-0.28,-6.74
SW_15,,24.25,64.62,71.36,28.45,,-31.11,-25.03,-30.98,-50.82
SW_30,,13.94,35.62,40.43,11.17,-31.11,,-7.56,-12.31,-25.15
SW_60,,8.44,16.34,18.85,2.94,-25.03,-7.56,,-3.35,-10.31
SW_120,,6.26,12.98,15.55,-0.28,-30.98,-12.31,-3.35,,-6.79
sFC,,2.45,7.28,10.37,-6.74,-50.82,-25.15,-10.31,-6.79,
