,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-7.50,-5.62,6.67,40.68,24.78,11.86,9.19,-1.63
DCC_joint,,-7.50,,0.99,12.46,75.50,55.11,23.04,19.61,4.82
DCC_bivariate_loop,,-5.62,0.99,,10.99,53.22,36.14,18.58,15.70,3.50
SW_cross_validated,,6.67,12.46,10.99,,19.53,8.40,1.97,0.00,-7.69
SW_15,,40.68,75.50,53.22,19.53,,-29.53,-27.20,-30.61,-39.02
SW_30,,24.78,55.11,36.14,8.40,-29.53,,-9.99,-13.57,-24.44
SW_60,,11.86,23.04,18.58,1.97,-27.20,-9.99,,-2.74,-12.78
SW_120,,9.19,19.61,15.70,0.00,-30.61,-13.57,-2.74,,-10.28
sFC,,-1.63,4.82,3.50,-7.69,-39.02,-24.44,-12.78,-10.28,
