,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
41,0.618,0.839,0.250,0.237,0.183,0.108,0.108,1.291,0.177,0.409,0.408
42,0.477,0.213,0.351,0.410,0.272,0.108,0.108,0.190,0.132,0.723,0.408
43,1.022,0.475,0.440,0.174,0.103,0.108,0.108,0.812,0.150,1.338,0.408
44,0.791,0.303,0.788,0.106,0.325,0.108,0.108,0.986,0.139,1.123,0.408
45,0.945,0.960,0.097,0.202,0.262,0.108,0.108,0.661,1.048,0.805,0.408
46,0.321,0.230,0.417,0.322,0.168,0.108,0.108,0.223,0.269,1.288,0.408
47,1.144,0.401,0.242,0.256,0.262,0.108,0.108,1.333,0.277,0.293,0.408
48,0.541,1.556,0.155,0.308,0.118,0.108,0.108,1.071,0.292,1.656,0.408
49,0.960,1.685,0.149,0.245,0.119,0.108,0.108,0.162,0.286,0.167,0.408
50,0.175,1.363,1.136,0.341,0.210,0.108,0.108,0.653,0.918,0.542,0.408
51,0.972,0.444,0.792,0.254,0.187,0.108,0.108,0.103,0.227,0.297,0.408
52,1.239,0.714,0.186,0.152,0.116,0.108,0.108,0.277,0.117,1.480,0.408
53,1.437,0.252,0.360,0.347,0.263,0.108,0.108,0.463,0.527,1.353,0.408
54,0.300,0.296,0.355,0.256,0.191,0.108,0.108,0.150,0.430,0.459,0.408
55,0.949,0.155,0.256,0.199,0.109,0.108,0.108,0.170,0.380,1.205,0.408
56,1.088,1.196,0.362,0.222,0.242,0.108,0.108,0.975,0.690,0.787,0.408
57,0.415,1.454,0.086,0.198,0.315,0.108,0.108,0.167,0.424,0.446,0.408
58,0.841,1.760,0.337,0.181,0.286,0.108,0.108,0.285,0.101,0.436,0.408
59,0.568,1.083,0.787,0.266,0.128,0.108,0.108,0.855,0.161,0.552,0.408
60,1.024,0.382,0.538,0.414,0.221,0.108,0.108,1.172,0.419,0.630,0.408
61,0.442,0.403,0.808,0.220,0.902,0.108,0.108,0.137,0.358,0.288,0.408
62,0.433,0.190,0.239,0.302,0.138,0.108,0.108,0.132,0.590,0.312,0.408
63,0.660,0.406,0.368,0.238,0.253,0.108,0.108,0.616,0.351,0.271,0.408
64,0.532,0.886,0.567,0.318,0.246,0.108,0.108,0.914,0.677,1.015,0.408
65,0.752,0.488,1.046,0.313,0.151,0.108,0.108,0.392,0.575,0.822,0.408
66,0.564,1.800,0.613,0.318,0.165,0.108,0.108,0.190,0.955,1.358,0.408
67,1.195,0.566,1.009,0.185,0.148,0.108,0.108,0.359,0.112,0.733,0.408
68,1.148,0.564,0.446,0.156,0.238,0.108,0.108,0.339,0.789,0.938,0.408
69,0.487,0.323,0.514,0.247,0.168,0.108,0.108,1.257,0.684,0.246,0.408
70,0.600,1.107,0.579,0.179,0.208,0.108,0.108,0.176,0.295,0.759,0.408
71,1.318,0.841,0.606,0.090,0.194,0.108,0.108,0.294,0.206,0.268,0.408
72,0.844,0.688,0.469,0.130,0.153,0.108,0.108,0.899,0.960,0.733,0.408
73,0.916,0.254,0.295,0.267,0.216,0.108,0.108,0.901,0.329,0.546,0.408
74,0.365,0.199,0.211,0.201,0.820,0.108,0.108,0.386,0.325,1.629,0.408
75,0.788,0.488,0.502,0.355,0.214,0.108,0.108,0.183,0.406,0.385,0.408
76,0.547,0.245,0.241,0.148,0.128,0.108,0.108,0.813,0.899,0.965,0.408
77,0.641,0.968,0.267,0.104,0.306,0.108,0.108,0.244,0.686,1.422,0.408
78,0.701,0.648,0.290,0.147,0.252,0.108,0.108,0.685,0.098,0.498,0.408
79,1.154,0.258,0.649,0.323,0.129,0.108,0.108,1.314,0.312,0.310,0.408
80,0.324,1.386,0.719,0.298,0.342,0.108,0.108,0.176,0.567,0.918,0.408
81,0.943,0.272,0.350,0.258,0.261,0.108,0.108,0.268,0.345,0.202,0.408
82,0.837,0.838,0.650,0.134,0.165,0.108,0.108,0.189,0.145,1.542,0.408
83,0.605,0.216,0.087,0.086,0.310,0.108,0.108,0.761,0.214,1.033,0.408
84,0.718,1.273,0.312,0.266,0.130,0.108,0.108,0.117,0.335,1.431,0.408
85,0.254,0.254,0.412,0.077,0.086,0.108,0.108,1.151,0.111,0.841,0.408
86,1.323,1.073,0.697,0.237,0.185,0.108,0.108,0.743,0.412,0.310,0.408
87,0.975,1.182,0.238,0.326,0.227,0.108,0.108,0.146,0.466,0.139,0.408
88,0.353,0.679,0.185,0.203,0.184,0.108,0.108,0.229,0.303,0.603,0.408
89,0.985,1.446,0.311,0.226,0.085,0.108,0.108,0.259,0.387,0.914,0.408
90,1.055,0.135,0.478,0.126,0.153,0.108,0.108,0.583,0.729,0.411,0.408
91,0.828,1.215,0.234,0.166,0.208,0.108,0.108,0.980,0.555,1.324,0.408
92,0.857,0.316,0.551,0.354,0.230,0.108,0.108,0.931,0.190,0.511,0.408
93,0.087,0.619,0.160,0.273,0.247,0.108,0.108,0.340,0.145,0.468,0.408
94,0.296,0.609,0.766,0.204,0.189,0.108,0.108,0.123,0.655,1.356,0.408
95,0.509,0.367,0.217,0.210,0.183,0.108,0.108,0.184,0.092,0.795,0.408
96,0.406,0.818,0.271,0.233,0.226,0.108,0.108,0.192,0.128,0.735,0.408
97,1.632,1.213,0.330,0.528,0.219,0.108,0.108,0.292,0.414,0.695,0.408
98,1.201,0.823,0.563,0.414,0.134,0.108,0.108,0.142,0.218,0.087,0.408
99,1.128,1.771,0.572,0.158,0.252,0.108,0.108,0.298,0.232,0.751,0.408
100,0.938,0.341,0.147,0.214,0.189,0.108,0.108,0.443,1.015,0.277,0.408
101,0.373,0.189,0.346,0.386,0.142,0.108,0.108,0.750,0.240,0.743,0.408
102,0.836,0.985,0.354,0.903,0.182,0.108,0.108,0.612,0.355,0.283,0.408
103,1.052,0.791,0.184,0.393,0.103,0.108,0.108,0.326,0.693,0.838,0.408
104,0.631,0.325,0.413,0.144,0.247,0.108,0.108,1.227,0.315,1.104,0.408
105,1.630,1.361,0.397,0.182,0.083,0.108,0.108,0.248,0.732,0.499,0.408
106,0.630,0.219,0.406,0.229,0.170,0.108,0.108,0.179,0.475,0.236,0.408
107,0.082,1.410,0.530,0.284,1.086,0.108,0.108,1.471,0.100,1.029,0.408
108,0.358,0.405,0.386,0.245,0.094,0.108,0.108,0.194,1.084,1.567,0.408
109,1.114,1.309,0.218,0.389,0.237,0.108,0.108,0.168,0.373,1.213,0.408
110,0.934,0.887,0.468,0.380,0.178,0.108,0.108,1.244,0.192,0.676,0.408
111,1.112,0.174,0.405,0.279,0.500,0.108,0.108,1.272,1.004,0.388,0.408
112,1.233,0.228,0.353,0.190,0.189,0.108,0.108,0.243,0.446,0.223,0.408
113,0.677,1.524,0.357,0.087,0.136,0.108,0.108,1.309,0.197,0.336,0.408
114,0.253,0.369,0.391,0.360,0.242,0.108,0.108,1.052,0.418,1.319,0.408
115,1.282,0.079,0.310,0.198,0.259,0.108,0.108,0.217,0.897,0.448,0.408
116,0.729,0.686,0.435,0.281,0.620,0.108,0.108,0.244,0.815,0.781,0.408
117,0.793,0.977,0.128,0.158,0.147,0.108,0.108,0.708,0.116,0.631,0.408
118,0.841,1.231,0.469,0.329,0.190,0.108,0.108,0.435,0.580,0.405,0.408
119,0.947,0.881,0.511,0.161,0.180,0.108,0.108,0.933,0.184,0.592,0.408
120,0.706,0.306,0.402,0.149,0.693,0.108,0.108,0.104,0.280,0.216,0.408
121,0.282,1.395,0.791,0.323,0.209,0.108,0.108,0.368,0.211,1.082,0.408
122,0.526,0.144,0.216,0.155,0.114,0.108,0.108,0.631,0.321,1.015,0.408
123,0.300,0.140,0.487,0.187,0.123,0.108,0.108,0.655,0.891,0.448,0.408
124,1.598,0.944,0.493,0.380,0.206,0.108,0.108,0.944,0.109,1.134,0.408
125,0.124,0.476,0.478,0.340,0.278,0.108,0.108,0.217,0.197,1.495,0.408
126,0.368,1.294,0.494,0.205,0.219,0.108,0.108,0.545,0.205,0.442,0.408
127,0.969,0.543,0.517,0.147,0.210,0.108,0.108,0.191,0.138,1.151,0.408
128,0.308,0.501,0.121,0.208,0.145,0.108,0.108,0.100,0.400,0.979,0.408
129,0.894,0.327,0.871,0.130,0.114,0.108,0.108,0.834,0.680,0.476,0.408
130,0.748,0.806,0.205,0.276,0.152,0.108,0.108,1.072,0.107,0.820,0.408
131,1.201,0.925,0.639,0.473,0.185,0.108,0.108,0.227,0.182,1.030,0.408
132,0.631,0.533,0.545,0.343,0.213,0.108,0.108,1.581,1.087,0.927,0.408
133,0.635,0.209,0.515,0.138,0.238,0.108,0.108,1.527,0.779,0.365,0.408
134,0.722,0.447,0.235,0.154,0.142,0.108,0.108,1.014,0.099,0.464,0.408
135,0.500,0.694,0.175,0.323,0.148,0.108,0.108,0.190,0.441,0.505,0.408
136,1.483,1.350,0.431,0.434,0.121,0.108,0.108,0.186,0.300,0.935,0.408
137,0.360,1.081,0.388,0.348,0.241,0.108,0.108,0.129,0.179,0.524,0.408
138,0.786,0.276,0.432,0.283,0.128,0.108,0.108,0.407,0.846,1.329,0.408
139,0.947,0.419,1.119,0.219,0.216,0.108,0.108,0.232,0.861,0.493,0.408
140,1.258,0.677,0.374,0.235,0.213,0.108,0.108,0.939,0.164,0.976,0.408
141,1.451,1.223,0.274,0.173,0.172,0.108,0.108,0.231,0.152,0.198,0.408
142,0.442,1.103,0.254,0.378,0.259,0.108,0.108,0.521,0.600,0.295,0.408
143,1.503,0.243,1.031,0.252,0.205,0.108,0.108,0.418,0.468,0.494,0.408
144,1.088,0.389,0.541,0.198,0.223,0.108,0.108,0.762,0.418,1.099,0.408
145,0.494,1.163,0.174,0.413,0.191,0.108,0.108,0.188,0.248,0.689,0.408
146,1.025,0.341,0.420,0.231,0.339,0.108,0.108,0.607,0.275,0.545,0.408
147,1.541,1.406,0.419,0.182,0.265,0.108,0.108,0.156,0.915,1.289,0.408
148,0.568,1.298,0.345,0.253,0.240,0.108,0.108,0.380,0.095,0.398,0.408
149,0.922,0.318,0.211,0.116,0.272,0.108,0.108,1.470,0.295,1.185,0.408
150,0.979,0.238,0.251,0.187,0.174,0.108,0.108,1.206,0.463,0.951,0.408
151,1.065,0.584,0.230,0.514,0.175,0.108,0.108,0.276,0.529,0.785,0.408
152,0.518,1.432,0.342,0.187,0.157,0.108,0.108,0.758,1.022,0.477,0.408
153,0.233,1.237,0.322,0.396,0.201,0.108,0.108,0.220,0.177,0.752,0.408
154,1.238,0.302,0.282,0.145,0.249,0.108,0.108,0.209,0.417,1.391,0.408
155,1.284,0.331,0.175,0.114,0.205,0.108,0.108,0.429,0.403,1.205,0.408
156,0.715,0.292,0.486,0.118,0.200,0.108,0.108,1.333,1.106,0.070,0.408
157,1.211,0.484,0.359,0.304,0.147,0.108,0.108,0.964,0.655,0.358,0.408
158,0.586,0.692,0.262,0.236,0.135,0.108,0.108,0.494,0.878,0.700,0.408
159,0.721,1.015,0.538,0.192,0.102,0.108,0.108,0.238,0.606,0.148,0.408
160,0.985,0.296,0.239,0.211,0.216,0.108,0.108,0.200,0.298,1.446,0.408
161,0.926,1.176,0.473,0.280,0.204,0.108,0.108,0.323,0.580,0.501,0.408
162,1.100,1.493,0.150,0.254,0.143,0.108,0.108,0.157,0.395,1.079,0.408
163,0.421,0.220,0.421,0.346,0.159,0.108,0.108,0.109,0.264,1.763,0.408
164,0.657,0.355,0.402,0.166,0.166,0.108,0.108,0.735,0.256,1.352,0.408
165,0.393,0.393,0.620,0.243,0.128,0.108,0.108,0.223,0.131,0.374,0.408
166,1.122,0.759,0.354,0.240,0.284,0.108,0.108,0.373,0.244,0.784,0.408
167,0.285,0.367,0.262,0.273,0.277,0.108,0.108,0.149,0.121,0.546,0.408
168,0.629,0.817,0.300,0.979,0.355,0.108,0.108,0.192,0.763,0.291,0.408
169,0.216,0.289,0.551,0.488,0.317,0.108,0.108,1.008,1.023,0.665,0.408
170,1.474,0.401,0.612,0.357,0.364,0.108,0.108,0.105,0.965,0.452,0.408
171,0.857,0.196,0.095,0.208,0.185,0.108,0.108,1.046,0.400,0.854,0.408
172,0.338,0.343,0.331,0.124,0.101,0.108,0.108,0.822,0.169,0.416,0.408
173,0.905,0.281,0.125,0.156,0.255,0.108,0.108,0.441,0.534,0.557,0.408
174,0.337,1.116,0.212,0.221,0.181,0.108,0.108,0.303,0.196,1.077,0.408
175,0.456,0.370,0.313,0.215,0.221,0.108,0.108,0.386,0.350,0.380,0.408
176,1.499,0.326,0.643,0.172,0.254,0.108,0.108,0.248,1.250,0.431,0.408
177,0.996,0.838,0.611,0.328,0.346,0.108,0.108,0.160,0.310,0.258,0.408
178,1.247,0.168,0.380,0.185,0.353,0.108,0.108,0.234,0.412,0.561,0.408
179,0.374,0.151,0.474,0.097,0.267,0.108,0.108,0.198,0.262,0.910,0.408
180,0.672,0.658,0.577,0.321,0.222,0.108,0.108,1.118,0.691,1.129,0.408
181,0.331,1.546,0.250,0.267,0.241,0.108,0.108,0.190,0.861,1.001,0.408
182,0.896,1.136,0.204,0.135,0.113,0.108,0.108,0.163,0.260,0.327,0.408
183,0.868,0.321,0.200,0.182,0.332,0.108,0.108,1.149,0.901,0.562,0.408
184,1.095,0.810,0.975,0.211,0.152,0.108,0.108,0.603,1.059,0.608,0.408
185,0.638,0.556,0.541,0.278,0.127,0.108,0.108,0.587,0.403,0.601,0.408
186,0.794,0.585,0.154,0.238,0.193,0.108,0.108,0.488,0.240,1.181,0.408
187,1.053,0.542,0.400,0.200,0.207,0.108,0.108,0.172,0.221,0.722,0.408
188,0.730,1.091,0.419,0.164,0.183,0.108,0.108,0.277,0.250,1.235,0.408
189,0.900,1.159,0.768,0.216,0.244,0.108,0.108,0.531,0.570,0.950,0.408
190,1.129,0.392,0.196,0.180,0.410,0.108,0.108,1.176,0.854,0.568,0.408
191,0.302,1.024,0.257,0.473,0.164,0.108,0.108,0.620,0.893,0.563,0.408
192,0.786,0.691,0.339,0.196,0.094,0.108,0.108,0.196,1.067,0.344,0.408
193,1.416,1.578,0.353,0.118,0.151,0.108,0.108,0.142,0.201,1.034,0.408
194,0.349,1.696,0.195,0.303,0.222,0.108,0.108,0.133,0.161,0.589,0.408
195,0.822,0.173,0.861,0.257,0.155,0.108,0.108,0.480,0.275,0.858,0.408
196,0.350,0.099,0.241,0.258,0.123,0.108,0.108,0.239,1.243,0.972,0.408
197,1.084,0.679,0.181,0.130,0.193,0.108,0.108,0.227,0.737,0.601,0.408
198,0.845,0.442,0.174,0.104,0.134,0.108,0.108,0.304,0.180,0.574,0.408
199,1.094,1.375,0.187,0.154,0.108,0.108,0.108,0.789,0.217,0.408,0.408
