,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.063,0.054,0.049,0.046,0.051,,,0.032,0.042,0.042,,0.047
SVWP,0.061,0.051,0.048,0.045,0.069,,,0.029,0.040,0.038,,0.048
DCC_joint,0.038,0.034,0.033,0.027,0.027,,,0.029,0.031,0.032,,0.031
SW_cross_validated,0.052,0.053,0.048,0.040,0.046,,,0.037,0.041,0.040,,0.044
SW_15,0.027,0.027,0.028,0.026,0.027,,,0.028,0.028,0.026,,0.027
SW_30,0.031,0.029,0.028,0.030,0.031,,,0.030,0.033,0.030,,0.030
SW_60,0.037,0.032,0.037,0.035,0.039,,,0.036,0.031,0.035,,0.035
SW_120,0.044,0.041,0.045,0.036,0.025,,,0.030,0.032,0.034,,0.036
sFC,0.046,0.041,0.012,0.013,0.010,,,0.019,0.012,0.026,,0.022
