,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.045,0.085,0.112,0.130,0.146,,,0.153,0.131,0.104,,0.113
SVWP,0.042,0.082,0.109,0.127,0.158,,,0.154,0.129,0.103,,0.113
DCC_joint,0.039,0.140,0.145,0.158,0.171,,,0.139,0.174,0.109,,0.134
SW_cross_validated,0.109,0.109,0.123,0.140,0.154,,,0.152,0.139,0.126,,0.132
SW_15,0.196,0.212,0.211,0.210,0.210,,,0.202,0.224,0.198,,0.208
SW_30,0.141,0.162,0.157,0.155,0.150,,,0.153,0.169,0.151,,0.155
SW_60,0.114,0.123,0.117,0.119,0.129,,,0.135,0.132,0.130,,0.125
SW_120,0.098,0.096,0.109,0.152,0.233,,,0.169,0.125,0.118,,0.137
sFC,0.043,0.039,0.257,0.257,0.255,,,0.146,0.294,0.084,,0.172
