,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.89,6.79,17.71,107.38,66.84,37.30,17.21,6.05
DCC_joint,,5.89,,1.59,13.66,119.10,71.00,35.79,14.32,0.05
DCC_bivariate_loop,,6.79,1.59,,10.75,101.43,60.11,30.74,12.85,1.57
SW_cross_validated,,17.71,13.66,10.75,,96.34,51.80,21.32,6.36,13.92
SW_15,,107.38,119.10,101.43,96.34,,52.09,69.80,45.19,122.78
SW_30,,66.84,71.00,60.11,51.80,52.09,,26.65,21.60,73.08
SW_60,,37.30,35.79,30.74,21.32,69.80,26.65,,6.47,36.51
SW_120,,17.21,14.32,12.85,6.36,45.19,21.60,6.47,,14.40
sFC,,6.05,0.05,1.57,13.92,122.78,73.08,36.51,14.40,
