,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.66,16.25,30.95,153.17,97.13,59.55,25.96,8.46
DCC_joint,,8.66,,7.31,22.87,157.80,95.68,54.49,21.04,-0.19
DCC_bivariate_loop,,16.25,7.31,,17.82,178.75,103.48,54.21,17.76,-7.49
SW_cross_validated,,30.95,22.87,17.82,,188.21,99.58,43.70,10.36,-22.99
SW_15,,153.17,157.80,178.75,188.21,,-75.07,-107.03,-61.56,-157.30
SW_30,,97.13,95.68,103.48,99.58,-75.07,,-40.08,-30.08,-95.49
SW_60,,59.55,54.49,54.21,43.70,-107.03,-40.08,,-9.97,-54.49
SW_120,,25.96,21.04,17.76,10.36,-61.56,-30.08,-9.97,,-21.13
sFC,,8.46,-0.19,-7.49,-22.99,-157.30,-95.49,-54.49,-21.13,
