,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,12.34,4.93,14.51,66.13,45.68,24.62,9.58,13.06
DCC_joint,,12.34,,6.03,4.76,79.86,51.28,19.21,4.92,1.02
DCC_bivariate_loop,,4.93,6.03,,8.75,60.42,39.82,19.74,7.07,6.69
SW_cross_validated,,14.51,4.76,8.75,,64.71,39.26,14.37,3.36,4.03
SW_15,,66.13,79.86,60.42,64.71,,27.87,36.71,20.22,80.41
SW_30,,45.68,51.28,39.82,39.26,27.87,,15.79,10.41,51.41
SW_60,,24.62,19.21,19.74,14.37,36.71,15.79,,3.12,18.79
SW_120,,9.58,4.92,7.07,3.36,20.22,10.41,3.12,,4.68
sFC,,13.06,1.02,6.69,4.03,80.41,51.41,18.79,4.68,
