,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.68,8.58,33.47,140.71,89.61,58.17,34.05,6.19
DCC_joint,,6.68,,3.52,45.24,196.58,117.73,75.16,35.77,-0.74
DCC_bivariate_loop,,8.58,3.52,,33.63,170.21,102.53,63.63,31.56,-4.10
SW_cross_validated,,33.47,45.24,33.63,,165.24,86.77,41.73,12.51,-45.13
SW_15,,140.71,196.58,170.21,165.24,,-56.92,-101.13,-88.30,-194.84
SW_30,,89.61,117.73,102.53,86.77,-56.92,,-39.84,-43.77,-117.08
SW_60,,58.17,75.16,63.63,41.73,-101.13,-39.84,,-14.20,-74.90
SW_120,,34.05,35.77,31.56,12.51,-88.30,-43.77,-14.20,,-35.99
sFC,,6.19,-0.74,-4.10,-45.13,-194.84,-117.08,-74.90,-35.99,
