,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.3093e-06,2.2981e-10,8.0296e-18,2.7421e-28,1.3353e-25,2.8328e-22,4.1534e-14,1.2786e-05
DCC_joint,,6.3093e-06,,1.9871e-05,1.5514e-15,1.0685e-27,8.8290e-25,4.2445e-21,1.0308e-12,4.0500e-01
DCC_bivariate_loop,,2.2981e-10,1.9871e-05,,3.7018e-14,3.7126e-28,4.3532e-25,5.6423e-21,1.6812e-11,1.0550e-06
SW_cross_validated,,8.0296e-18,1.5514e-15,3.7018e-14,,1.3978e-29,4.3261e-26,3.9998e-20,1.5764e-06,6.4514e-17
SW_15,,2.7421e-28,1.0685e-27,3.7126e-28,1.3978e-29,,9.2491e-22,1.0376e-25,2.0113e-19,1.1991e-28
SW_30,,1.3353e-25,8.8290e-25,4.3532e-25,4.3261e-26,9.2491e-22,,1.9455e-19,1.7634e-14,7.9356e-26
SW_60,,2.8328e-22,4.2445e-21,5.6423e-21,3.9998e-20,1.0376e-25,1.9455e-19,,8.8124e-07,3.7918e-22
SW_120,,4.1534e-14,1.0308e-12,1.6812e-11,1.5764e-06,2.0113e-19,1.7634e-14,8.8124e-07,,4.5062e-13
sFC,,1.2786e-05,4.0500e-01,1.0550e-06,6.4514e-17,1.1991e-28,7.9356e-26,3.7918e-22,4.5062e-13,
