,0,1,2
0,0.84,0.16,
1,1.00,,
2,1.00,,
3,0.71,0.29,
4,1.00,,
5,1.00,,
6,1.00,,
7,1.00,,
8,0.78,0.22,
9,0.82,0.18,
10,1.00,,
11,0.83,0.17,
12,0.99,0.01,
13,1.00,,
14,1.00,,
15,1.00,,
16,1.00,,
17,0.49,0.51,
18,1.00,,
19,1.00,,
20,0.97,0.03,
21,1.00,,
22,1.00,,
23,1.00,,
24,1.00,,
25,0.93,0.07,
26,0.80,0.20,
27,0.84,0.16,
28,0.74,0.26,
29,1.00,,
30,1.00,,
31,1.00,,
32,0.98,0.02,0.01
33,0.82,0.18,
34,0.86,0.14,
35,1.00,,
36,1.00,,
37,0.94,0.06,
38,1.00,,
39,0.94,0.06,
40,1.00,,
41,1.00,,
42,1.00,,
43,1.00,,
44,1.00,0.00,
45,1.00,,
46,1.00,0.00,
47,0.91,0.09,
48,1.00,0.00,
49,1.00,,
50,1.00,,
51,0.84,0.16,
52,1.00,,
53,0.53,0.47,
54,0.93,0.07,
55,1.00,,
56,0.95,0.05,
57,1.00,,
58,1.00,,
59,1.00,,
60,1.00,,
61,0.92,0.08,0.01
62,1.00,,
63,1.00,,
64,1.00,,
65,0.86,0.14,
66,1.00,,
67,1.00,,
68,0.68,0.32,
69,0.99,0.01,
70,1.00,,
71,0.78,0.17,0.05
72,1.00,,
73,1.00,0.00,
74,1.00,,
75,1.00,,
76,1.00,,
77,1.00,,
78,1.00,,
79,0.79,0.21,
80,0.99,0.01,
81,0.97,0.03,
82,0.93,0.07,
83,0.80,0.20,
84,1.00,,
85,1.00,,
86,1.00,,
87,1.00,,
88,1.00,,
89,0.62,0.38,
90,0.64,0.36,
91,0.94,0.06,
92,0.99,0.01,
93,0.68,0.33,
94,1.00,,
95,1.00,,
96,1.00,,
97,0.84,0.15,
98,1.00,,
99,1.00,,
100,1.00,,
101,1.00,,
102,0.36,0.64,
103,0.46,0.55,
104,1.00,,
105,1.00,,
106,0.96,0.04,
107,1.00,,
108,1.00,,
109,0.78,0.22,
110,1.00,,
111,0.88,0.12,0.00
112,1.00,,
113,0.94,0.06,
114,1.00,,
115,1.00,,
116,1.00,,
117,0.97,0.03,
118,0.47,0.53,
119,0.94,0.06,0.01
120,0.72,0.28,
121,0.90,0.10,
122,1.00,,
123,0.84,0.15,
124,0.59,0.41,0.00
125,0.92,0.08,
126,1.00,,
127,0.57,0.43,
128,1.00,,
129,1.00,,
130,1.00,,
131,1.00,,
132,0.98,0.02,
133,0.98,0.02,
134,0.83,0.17,
135,1.00,,
136,1.00,,
