,0,1,2
0,0.43,0.57,0.00
1,0.75,0.25,
2,0.84,0.16,
3,0.38,0.10,0.51
4,0.70,0.30,
5,0.14,0.53,0.33
6,0.70,0.15,0.15
7,0.74,0.26,
8,0.40,0.21,0.39
9,0.66,0.29,0.05
10,1.00,,
11,0.57,0.43,
12,0.38,0.02,0.59
13,1.00,,
14,0.30,0.69,0.01
15,1.00,0.00,
16,0.04,0.46,0.50
17,0.78,0.22,
18,0.03,0.17,0.81
19,1.00,,
20,0.75,0.24,0.01
21,0.42,0.58,
22,1.00,,
23,0.87,0.13,
24,0.01,0.99,
25,0.82,0.16,0.02
26,0.37,0.34,0.29
27,0.70,0.21,0.08
28,0.69,0.23,0.08
29,0.99,0.01,
30,0.62,0.34,0.05
31,0.99,0.01,
32,0.68,0.08,0.24
33,0.23,0.35,0.42
34,0.33,0.38,0.29
35,1.00,,
36,0.48,0.52,
37,0.67,0.33,
38,0.71,0.21,0.08
39,0.88,0.12,
40,0.91,0.09,
41,0.92,0.08,
42,0.94,0.06,
43,1.00,,
44,0.77,0.21,0.02
45,0.29,0.10,0.61
46,0.98,0.02,
47,0.75,0.25,
48,0.27,0.50,0.23
49,0.92,0.08,
50,0.34,0.13,0.53
51,0.40,0.33,0.27
52,0.97,0.03,
53,0.41,0.54,0.05
54,0.47,0.11,0.42
55,1.00,,
56,0.59,0.41,
57,0.30,0.43,0.27
58,1.00,,
59,0.95,0.05,
60,0.96,0.04,
61,0.64,0.28,0.08
62,1.00,,
63,0.96,0.04,
64,0.93,0.07,
65,0.56,0.30,0.14
66,0.99,0.01,
67,0.76,0.24,
68,0.42,0.38,0.20
69,0.99,0.01,
70,0.44,0.39,0.17
71,0.50,0.01,0.48
72,1.00,,
73,0.29,0.64,0.08
74,0.90,0.03,0.08
75,0.92,0.08,
76,0.93,0.07,
77,0.12,0.88,
78,0.99,0.01,
79,0.52,0.42,0.06
80,0.29,0.53,0.18
81,0.35,0.37,0.27
82,0.44,0.08,0.48
83,0.68,0.20,0.11
