,0,1,2
0,0.40,0.39,0.21
1,0.59,0.38,0.02
2,0.69,0.31,
3,0.34,0.05,0.61
4,0.74,0.15,0.11
5,0.35,0.58,0.07
6,0.38,0.16,0.47
7,0.89,0.06,0.06
8,0.54,0.19,0.27
9,0.75,0.09,0.16
10,0.79,0.21,
11,0.46,0.50,0.04
12,0.40,0.01,0.58
13,0.76,0.24,
14,0.39,0.07,0.54
15,0.47,0.53,
16,0.79,0.16,0.06
17,0.44,0.48,0.08
18,0.10,0.89,0.01
19,0.74,0.26,
20,0.69,0.23,0.08
21,0.44,0.41,0.14
22,0.22,0.78,
23,0.66,0.32,0.03
24,0.58,0.41,0.01
25,0.24,0.69,0.07
26,0.24,0.29,0.47
27,0.58,0.24,0.17
28,0.62,0.10,0.27
29,0.49,0.51,
30,0.48,0.30,0.22
31,0.52,0.48,
32,0.70,0.23,0.07
33,0.27,0.33,0.40
34,0.46,0.38,0.16
35,0.32,0.68,
36,0.52,0.31,0.16
37,0.28,0.67,0.04
38,0.64,0.24,0.12
39,0.61,0.33,0.06
40,0.44,0.56,
41,0.42,0.58,
42,0.92,0.04,0.04
43,0.54,0.46,0.00
44,0.66,0.31,0.03
45,0.45,0.01,0.54
46,0.38,0.62,
47,0.48,0.45,0.07
48,0.32,0.34,0.34
49,0.69,0.31,
50,0.53,0.27,0.20
51,0.42,0.44,0.14
52,0.14,0.86,0.00
53,0.46,0.25,0.28
54,0.48,0.17,0.34
55,0.55,0.45,
56,0.20,0.66,0.14
57,0.39,0.36,0.26
58,0.52,0.48,
59,0.91,0.09,0.01
60,0.70,0.30,
61,0.35,0.37,0.28
62,0.57,0.43,
63,0.70,0.26,0.04
64,0.53,0.47,
65,0.28,0.44,0.29
66,0.61,0.39,
67,0.63,0.34,0.03
68,0.14,0.50,0.36
69,0.93,0.07,
70,0.33,0.35,0.31
71,0.37,0.54,0.08
72,0.78,0.22,
73,0.63,0.12,0.24
74,0.98,0.02,0.00
75,0.63,0.33,0.04
76,0.44,0.56,
77,0.33,0.01,0.66
78,0.80,0.19,0.02
79,0.17,0.62,0.21
80,0.35,0.57,0.08
81,0.33,0.23,0.44
82,0.65,0.33,0.02
83,0.45,0.46,0.10
84,0.97,0.01,0.01
85,0.74,0.26,
86,0.22,0.60,0.18
87,0.53,0.47,
88,0.08,0.92,
89,0.51,0.20,0.29
90,0.15,0.56,0.29
91,0.69,0.21,0.10
92,0.65,0.23,0.11
93,0.33,0.30,0.37
94,0.69,0.27,0.03
95,0.12,0.15,0.73
96,0.42,0.17,0.41
