,0,1,2
0,0.98,0.02,
1,1.00,,
2,1.00,,
3,0.40,0.60,
4,1.00,,
5,1.00,,
6,1.00,,
7,1.00,,
8,1.00,0.00,
9,1.00,,
10,1.00,,
11,0.99,0.01,
12,1.00,,
13,1.00,,
14,1.00,,
15,1.00,,
16,1.00,,
17,0.51,0.49,
18,1.00,,
19,1.00,,
20,1.00,0.00,
21,1.00,,
22,1.00,,
23,1.00,,
24,1.00,,
25,1.00,0.00,
26,0.94,0.06,
27,1.00,0.00,
28,1.00,0.00,
29,1.00,,
30,1.00,,
31,1.00,,
32,1.00,0.00,
33,1.00,0.00,
34,1.00,,
35,1.00,,
36,1.00,,
37,1.00,0.00,
38,1.00,,
39,1.00,,
40,1.00,,
41,1.00,,
42,1.00,,
43,1.00,,
44,1.00,,
45,1.00,,
46,1.00,,
47,0.96,0.04,
48,1.00,,
49,1.00,,
50,1.00,,
51,0.99,0.01,
52,1.00,,
53,0.67,0.33,
54,0.99,0.01,
55,1.00,,
56,1.00,,
57,1.00,,
58,1.00,,
59,1.00,,
60,1.00,,
61,1.00,,
62,1.00,,
63,1.00,,
64,1.00,,
65,1.00,0.00,
66,1.00,,
67,1.00,,
68,0.56,0.43,
69,1.00,,
70,1.00,,
71,0.89,0.11,
72,1.00,,
73,1.00,0.00,
74,1.00,,
75,1.00,,
76,1.00,,
77,1.00,,
78,1.00,,
79,1.00,,
80,1.00,,
81,0.99,0.01,
82,1.00,,
83,0.93,0.07,
84,1.00,,
85,1.00,,
86,1.00,,
87,1.00,,
88,1.00,,
89,0.51,0.49,
90,0.98,0.02,
91,0.99,0.01,
92,1.00,,
93,0.70,0.30,
94,1.00,,
95,1.00,,
96,1.00,0.00,
97,1.00,,
98,1.00,,
99,1.00,,
100,1.00,,
101,1.00,,
102,0.42,0.58,
103,0.71,0.29,
104,1.00,,
105,1.00,,
106,0.99,0.01,
107,1.00,,
108,1.00,,
109,0.86,0.14,
110,1.00,,
111,1.00,,
112,1.00,,
113,1.00,0.00,
114,1.00,,
115,1.00,,
116,1.00,,
117,1.00,,
118,0.42,0.58,
119,1.00,0.00,
120,1.00,,
121,1.00,0.00,
122,1.00,,
123,0.99,0.01,
