,0,1,2
0,0.21,0.79,
1,0.70,0.30,
2,1.00,,
3,0.24,0.16,0.61
4,0.80,0.20,
5,0.12,0.54,0.34
6,0.73,0.14,0.13
7,0.69,0.31,
8,0.42,0.17,0.41
9,0.74,0.26,
10,1.00,,
11,0.46,0.54,
12,0.32,0.01,0.67
13,1.00,,
14,0.25,0.75,
15,1.00,,
16,0.04,0.39,0.57
17,0.79,0.21,
18,0.09,0.91,
19,1.00,,
20,0.71,0.29,
21,0.40,0.60,
22,1.00,,
23,0.93,0.07,
24,1.00,,
25,0.76,0.24,
26,0.32,0.36,0.32
27,0.72,0.28,
28,0.62,0.38,
29,1.00,,
30,0.28,0.69,0.03
31,1.00,,
32,0.74,0.26,
33,0.18,0.55,0.27
34,0.32,0.39,0.30
35,1.00,,
36,0.48,0.52,
37,0.58,0.42,
38,0.15,0.13,0.72
39,0.92,0.08,
40,1.00,,
41,1.00,,
42,0.04,0.96,
43,1.00,,
44,0.75,0.25,
45,0.24,0.12,0.64
46,1.00,,
47,0.84,0.16,
48,0.36,0.43,0.21
49,1.00,,
50,0.10,0.27,0.63
51,0.38,0.34,0.27
52,1.00,,
53,0.19,0.81,
54,0.36,0.08,0.56
55,1.00,,
56,0.54,0.46,
57,0.32,0.30,0.38
58,1.00,,
59,1.00,,
60,1.00,,
61,0.62,0.38,
62,1.00,,
63,0.96,0.04,
64,1.00,,
65,0.56,0.32,0.12
66,1.00,,
67,1.00,,
68,0.45,0.33,0.23
69,1.00,,
70,0.44,0.37,0.20
71,0.58,0.07,0.35
72,1.00,,
73,0.04,0.96,
74,0.88,0.12,
75,0.92,0.08,
76,1.00,,
77,1.00,,
78,1.00,,
79,0.51,0.49,
80,0.22,0.24,0.54
81,0.37,0.25,0.38
82,0.38,0.24,0.39
83,0.70,0.21,0.09
84,1.00,,
85,1.00,,
86,0.80,0.20,0.00
87,1.00,,
88,0.96,0.04,0.00
89,0.14,0.50,0.37
90,0.68,0.01,0.31
91,0.52,0.48,
92,0.62,0.38,
93,0.28,0.37,0.35
94,1.00,,
95,0.06,0.23,0.71
96,0.09,0.53,0.38
97,0.31,0.11,0.58
98,0.46,0.33,0.21
99,1.00,,
100,0.32,0.39,0.29
101,1.00,,
102,0.44,0.10,0.46
103,0.25,0.75,
104,1.00,,
105,1.00,,
106,0.66,0.34,
107,1.00,,
108,1.00,,
109,0.71,0.29,
110,0.26,0.14,0.60
111,0.31,0.26,0.43
112,1.00,,
113,0.06,0.14,0.80
114,0.38,0.62,
115,0.14,0.71,0.15
116,1.00,,
117,0.07,0.14,0.79
118,0.07,0.47,0.46
119,0.24,0.65,0.11
120,0.33,0.19,0.48
121,0.50,0.50,
122,1.00,,
123,0.35,0.65,
124,0.61,0.28,0.11
125,0.56,0.24,0.20
126,1.00,,
127,0.29,0.71,
128,1.00,,
129,0.95,0.05,
130,1.00,,
131,0.01,0.99,
132,0.30,0.33,0.37
133,0.61,0.39,
134,0.67,0.33,
135,1.00,,
136,0.75,0.25,
137,0.23,0.05,0.72
138,1.00,,
139,0.23,0.77,
140,1.00,,
141,0.37,0.63,
142,0.94,0.06,
143,0.06,0.94,
144,0.63,0.37,
145,0.05,0.58,0.37
146,0.23,0.77,
147,0.68,0.32,
148,0.07,0.93,
149,0.58,0.42,
150,0.46,0.21,0.33
151,0.04,0.02,0.94
152,0.85,0.15,
153,0.33,0.67,
154,0.51,0.49,
155,0.63,0.37,
156,1.00,,
157,0.06,0.19,0.75
158,0.32,0.12,0.56
159,1.00,,
160,0.35,0.28,0.36
161,0.82,0.18,
162,1.00,,
163,0.84,0.16,
164,0.39,0.61,
165,0.01,0.64,0.34
166,0.87,0.04,0.09
167,1.00,,
168,1.00,,
169,1.00,,
170,0.15,0.62,0.23
171,1.00,,
172,0.32,0.68,
173,0.86,0.14,
174,0.38,0.51,0.12
175,0.48,0.52,
176,0.69,0.31,
177,0.31,0.69,
178,0.21,0.38,0.41
179,0.03,0.13,0.84
180,1.00,,
181,0.73,0.27,
182,1.00,,
183,0.88,0.12,
184,0.24,0.76,
185,0.71,0.29,
186,0.58,0.42,
187,0.78,0.22,
188,1.00,,
189,1.00,,
190,1.00,,
191,1.00,,
192,0.38,0.57,0.05
193,0.41,0.59,
194,0.82,0.18,
195,1.00,,
196,1.00,,
197,0.54,0.46,
198,1.00,,
199,0.77,0.14,0.09
200,1.00,,
201,0.30,0.70,
202,1.00,,
203,0.52,0.48,
204,0.37,0.36,0.27
205,0.08,0.30,0.62
206,0.09,0.91,
207,1.00,,
208,1.00,,
209,1.00,,
210,0.39,0.61,
211,0.33,0.68,
212,0.43,0.13,0.44
213,1.00,,
214,1.00,,
215,0.41,0.59,
216,1.00,,
217,0.07,0.50,0.44
218,0.24,0.14,0.63
