,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,99,53,31,33,25,27,21,95,29,77,99
1,83,93,23,31,23,25,23,37,21,83,89
2,85,87,31,39,25,23,21,95,25,77,49
3,77,95,45,25,25,27,21,37,47,99,95
4,99,85,27,31,29,23,25,35,21,99,97
5,89,97,31,25,31,21,99,49,69,91,95
6,69,39,27,23,23,23,99,43,29,99,41
7,93,95,25,33,23,21,21,47,33,87,97
8,67,91,41,25,23,23,21,39,23,31,73
9,45,51,41,25,23,23,23,45,21,95,29
