,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.08,1.82,0.66,1.43,0.37,0.41,3.76,11.02
SVWP,0.08,,1.79,0.71,1.43,0.44,0.48,3.55,10.13
DCC_joint,1.82,1.79,,1.22,0.52,1.86,2.09,2.68,14.65
SW_cross_validated,0.66,0.71,1.22,,0.78,0.38,0.40,3.41,11.99
SW_15,1.43,1.43,0.52,0.78,,1.35,1.51,3.24,15.00
SW_30,0.37,0.44,1.86,0.38,1.35,,0.02,4.60,15.47
SW_60,0.41,0.48,2.09,0.40,1.51,0.02,,5.48,19.64
SW_120,3.76,3.55,2.68,3.41,3.24,4.60,5.48,,17.15
sFC,11.02,10.13,14.65,11.99,15.00,15.47,19.64,17.15,
