,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.36,5.75,1.85,0.48,1.01,19.14,28.21,25.78
SVWP,0.36,,4.96,1.37,0.07,0.48,16.12,23.77,21.42
DCC_joint,5.75,4.96,,-3.59,-5.53,-5.80,10.26,18.24,15.59
SW_cross_validated,1.85,1.37,-3.59,,-1.47,-1.23,14.52,22.26,19.83
SW_15,0.48,0.07,-5.53,-1.47,,0.49,20.00,29.94,27.48
SW_30,1.01,0.48,-5.80,-1.23,0.49,,25.92,40.33,38.74
SW_60,19.14,16.12,10.26,14.52,20.00,25.92,,16.99,12.13
SW_120,28.21,23.77,18.24,22.26,29.94,40.33,16.99,,-10.84
sFC,25.78,21.42,15.59,19.83,27.48,38.74,12.13,-10.84,
