,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,1.,0.0013,0.6345,0.7068,1.,1.
SVWP,0.5809,-,1.,1.,0.0004,0.2645,0.2072,1.,1.
DCC_joint,0.5906,0.1558,-,1.,0.0008,0.3405,0.3351,1.,1.
SW_cross_validated,-1.6552,-2.2543,-2.0698,-,0.0481,1.,1.,1.,0.3993
SW_15,-5.4419,-6.0588,-5.6946,-3.7917,-,1.,0.4577,0.5568,0.0002
SW_30,-2.6127,-3.0206,-2.9042,-1.3279,1.9584,-,1.,1.,0.1115
SW_60,-2.5612,-3.1323,-2.9116,-0.9621,2.7666,0.4997,-,1.,0.0702
SW_120,-1.9183,-2.3192,-2.2354,-0.6307,2.6745,0.6242,0.1922,-,0.4831
sFC,1.4122,1.1079,0.6507,2.8304,6.4383,3.4133,3.622,2.7413,-
