,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,1.00,-1.11,-1.44,-2.32,-3.17,2.21,2.21,1.57
SVWP,1.00,,-4.14,-2.51,-6.59,-7.16,3.18,2.54,1.69
DCC_joint,-1.11,-4.14,,-0.81,-1.91,-3.11,5.87,5.08,5.01
SW_cross_validated,-1.44,-2.51,-0.81,,-0.13,-0.89,3.41,3.39,2.93
SW_15,-2.32,-6.59,-1.91,-0.13,,-1.42,8.07,6.90,7.35
SW_30,-3.17,-7.16,-3.11,-0.89,-1.42,,8.46,7.53,7.82
SW_60,2.21,3.18,5.87,3.41,8.07,8.46,,0.27,-1.60
SW_120,2.21,2.54,5.08,3.39,6.90,7.53,0.27,,-1.45
sFC,1.57,1.69,5.01,2.93,7.35,7.82,-1.60,-1.45,
