,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,5.6854e-01,5.6211e-01,1.1522e-01,3.6039e-05,1.7624e-02,1.9633e-02,7.1080e-02,1.7496e-01
SVWP,5.6854e-01,,8.7793e-01,3.6873e-02,9.9944e-06,7.3481e-03,5.7569e-03,3.2343e-02,2.8249e-01
DCC_joint,5.6211e-01,8.7793e-01,,5.3136e-02,2.1191e-05,9.4588e-03,9.3097e-03,3.8301e-02,5.2343e-01
SW_cross_validated,1.1522e-01,3.6873e-02,5.3136e-02,,1.3358e-03,2.0080e-01,3.4876e-01,5.3618e-01,1.1090e-02
SW_15,3.6039e-05,9.9944e-06,2.1191e-05,1.3358e-03,,6.5871e-02,1.2713e-02,1.5466e-02,4.6507e-06
SW_30,1.7624e-02,7.3481e-03,9.4588e-03,2.0080e-01,6.5871e-02,,6.2332e-01,5.4031e-01,3.0986e-03
SW_60,1.9633e-02,5.7569e-03,9.3097e-03,3.4876e-01,1.2713e-02,6.2332e-01,,8.4973e-01,1.9494e-03
SW_120,7.1080e-02,3.2343e-02,3.8301e-02,5.3618e-01,1.5466e-02,5.4031e-01,8.4973e-01,,1.3419e-02
sFC,1.7496e-01,2.8249e-01,5.2343e-01,1.1090e-02,4.6507e-06,3.0986e-03,1.9494e-03,1.3419e-02,
