,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.36,2.16,8.23,34.21,21.63,9.62,4.70,0.70
DCC_joint,,0.36,,2.44,8.24,35.51,22.52,9.68,4.57,0.35
DCC_bivariate_loop,,2.16,2.44,,7.56,24.36,15.51,8.63,5.52,2.66
SW_cross_validated,,8.23,8.24,7.56,,27.79,13.63,2.01,0.85,7.91
SW_15,,34.21,35.51,24.36,27.79,,17.62,23.84,11.45,35.27
SW_30,,21.63,22.52,15.51,13.63,17.62,,10.24,4.62,22.21
SW_60,,9.62,9.68,8.63,2.01,23.84,10.24,,0.11,9.37
SW_120,,4.70,4.57,5.52,0.85,11.45,4.62,0.11,,4.42
sFC,,0.70,0.35,2.66,7.91,35.27,22.21,9.37,4.42,
