,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.48,0.47,0.27,1.34,0.67,0.20,0.04,0.61
DCC_joint,,0.48,,11.87,1.56,9.45,2.26,3.13,3.21,2.03
DCC_bivariate_loop,,0.47,11.87,,5.37,20.17,14.21,7.29,3.70,18.64
SW_cross_validated,,0.27,1.56,5.37,,7.46,2.89,0.50,1.28,2.66
SW_15,,1.34,9.45,20.17,7.46,,7.46,11.40,9.03,10.36
SW_30,,0.67,2.26,14.21,2.89,7.46,,5.13,4.54,1.08
SW_60,,0.20,3.13,7.29,0.50,11.40,5.13,,1.07,5.58
SW_120,,0.04,3.21,3.70,1.28,9.03,4.54,1.07,,4.46
sFC,,0.61,2.03,18.64,2.66,10.36,1.08,5.58,4.46,
