,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_joint,nan,-0.8333,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,-1.3348,-0.6784,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-18.6867,-18.4296,-13.1385,-,0.0000,0.0000,0.0000,0.0146,0.0000
SW_15,nan,-62.301,-63.1995,-50.2043,-53.9229,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-38.6334,-38.8063,-31.2233,-26.9112,20.1742,-,0.0000,0.0000,0.0000
SW_60,nan,-24.7456,-24.5738,-19.5724,-11.119,33.7089,12.9747,-,1.,0.0000
SW_120,nan,-13.1096,-12.7645,-11.4007,-4.3288,21.9065,9.6788,1.6468,-,0.0000
sFC,nan,0.1526,1.1028,1.5629,22.2913,70.124,42.9461,27.5289,13.6407,-
