,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.84,1.34,18.71,62.34,38.66,24.76,13.12,-0.14
DCC_joint,,0.84,,0.68,18.43,63.20,38.81,24.57,12.76,-1.10
DCC_bivariate_loop,,1.34,0.68,,13.14,50.20,31.22,19.57,11.40,-1.56
SW_cross_validated,,18.71,18.43,13.14,,53.92,26.91,11.12,4.33,-22.29
SW_15,,62.34,63.20,50.20,53.92,,-20.17,-33.71,-21.91,-70.12
SW_30,,38.66,38.81,31.22,26.91,-20.17,,-12.97,-9.68,-42.95
SW_60,,24.76,24.57,19.57,11.12,-33.71,-12.97,,-1.65,-27.53
SW_120,,13.12,12.76,11.40,4.33,-21.91,-9.68,-1.65,,-13.64
sFC,,-0.14,-1.10,-1.56,-22.29,-70.12,-42.95,-27.53,-13.64,
