,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.35,2.60,10.33,33.47,25.40,16.34,10.01,0.96
DCC_joint,,1.35,,1.52,9.81,34.56,26.26,16.34,9.46,0.33
DCC_bivariate_loop,,2.60,1.52,,7.33,29.49,21.29,12.83,7.38,1.71
SW_cross_validated,,10.33,9.81,7.33,,22.62,13.60,5.19,0.82,9.53
SW_15,,33.47,34.56,29.49,22.62,,11.08,18.71,19.51,32.93
SW_30,,25.40,26.26,21.29,13.60,11.08,,8.81,11.09,24.74
SW_60,,16.34,16.34,12.83,5.19,18.71,8.81,,3.73,15.57
SW_120,,10.01,9.46,7.38,0.82,19.51,11.09,3.73,,9.29
sFC,,0.96,0.33,1.71,9.53,32.93,24.74,15.57,9.29,
