,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.01,5.80,23.10,74.83,56.80,36.53,22.39,2.15
DCC_joint,,3.01,,3.39,21.94,77.29,58.72,36.54,21.16,-0.73
DCC_bivariate_loop,,5.80,3.39,,16.39,65.95,47.60,28.69,16.51,-3.83
SW_cross_validated,,23.10,21.94,16.39,,50.58,30.42,11.61,1.84,-21.30
SW_15,,74.83,77.29,65.95,50.58,,-24.78,-41.84,-43.64,-73.63
SW_30,,56.80,58.72,47.60,30.42,-24.78,,-19.70,-24.80,-55.32
SW_60,,36.53,36.54,28.69,11.61,-41.84,-19.70,,-8.35,-34.81
SW_120,,22.39,21.16,16.51,1.84,-43.64,-24.80,-8.35,,-20.77
sFC,,2.15,-0.73,-3.83,-21.30,-73.63,-55.32,-34.81,-20.77,
