,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.37,0.60,8.36,27.86,17.28,11.07,5.86,0.07
DCC_joint,,0.37,,0.30,8.24,28.26,17.35,10.99,5.71,0.49
DCC_bivariate_loop,,0.60,0.30,,5.88,22.45,13.96,8.75,5.10,0.70
SW_cross_validated,,8.36,8.24,5.88,,24.12,12.04,4.97,1.94,9.97
SW_15,,27.86,28.26,22.45,24.12,,9.02,15.08,9.80,31.36
SW_30,,17.28,17.35,13.96,12.04,9.02,,5.80,4.33,19.21
SW_60,,11.07,10.99,8.75,4.97,15.08,5.80,,0.74,12.31
SW_120,,5.86,5.71,5.10,1.94,9.80,4.33,0.74,,6.10
sFC,,0.07,0.49,0.70,9.97,31.36,19.21,12.31,6.10,
