,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,9.42,28.79,157.46,99.20,64.91,18.34,0.25
DCC_bivariate_loop,,,9.42,,15.15,140.56,86.32,53.15,14.89,9.79
SW_cross_validated,,,28.79,15.15,,152.64,87.67,49.29,10.51,31.62
SW_15,,,157.46,140.56,152.64,,45.62,81.76,41.39,165.51
SW_30,,,99.20,86.32,87.67,45.62,,33.21,21.05,103.71
SW_60,,,64.91,53.15,49.29,81.76,33.21,,6.50,68.11
SW_120,,,18.34,14.89,10.51,41.39,21.05,6.50,,18.40
sFC,,,0.25,9.79,31.62,165.51,103.71,68.11,18.40,
