,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,10.72,25.08,141.43,119.27,76.86,18.03,0.16
DCC_bivariate_loop,,,10.72,,13.85,131.52,106.49,64.58,14.39,10.86
SW_cross_validated,,,25.08,13.85,,122.12,94.52,51.66,9.73,25.62
SW_15,,,141.43,131.52,122.12,,46.97,82.35,42.73,143.47
SW_30,,,119.27,106.49,94.52,46.97,,43.94,23.03,122.15
SW_60,,,76.86,64.58,51.66,82.35,43.94,,7.68,78.79
SW_120,,,18.03,14.39,9.73,42.73,23.03,7.68,,18.03
sFC,,,0.16,10.86,25.62,143.47,122.15,78.79,18.03,
