,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,1.50,2.49,16.85,10.97,7.11,4.99,-0.02
DCC_bivariate_loop,,,1.50,,1.61,19.00,11.89,7.33,4.49,-1.17
SW_cross_validated,,,2.49,1.61,,11.71,6.65,3.11,1.75,-2.15
SW_15,,,16.85,19.00,11.71,,-6.48,-12.13,-11.87,-13.61
SW_30,,,10.97,11.89,6.65,-6.48,,-5.17,-5.82,-8.82
SW_60,,,7.11,7.33,3.11,-12.13,-5.17,,-1.47,-5.56
SW_120,,,4.99,4.49,1.75,-11.87,-5.82,-1.47,,-4.09
sFC,,,-0.02,-1.17,-2.15,-13.61,-8.82,-5.56,-4.09,
