,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.16,-14.88,,20.23,-3.91,-3.28,12.12,-4.43
SVWP,-0.16,,-14.61,,20.25,-3.81,-3.15,12.14,-4.17
DCC_joint,-14.88,-14.61,,,26.63,4.94,8.03,21.74,12.39
SW_cross_validated,,,,,,,,,
SW_15,20.23,20.25,26.63,,,-18.92,-20.10,-11.38,-22.20
SW_30,-3.91,-3.81,4.94,,-18.92,,1.27,11.24,2.00
SW_60,-3.28,-3.15,8.03,,-20.10,1.27,,12.24,0.70
SW_120,12.12,12.14,21.74,,-11.38,11.24,12.24,,-15.30
sFC,-4.43,-4.17,12.39,,-22.20,2.00,0.70,-15.30,
