,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,7.00,23.15,,15.57,2.37,12.09,76.57,83.59
SVWP,7.00,,4.40,,0.92,-6.06,-1.49,27.03,27.63
DCC_joint,23.15,4.40,,,-7.54,-24.41,-14.50,60.93,69.83
SW_cross_validated,,,,,,,,,
SW_15,15.57,0.92,-7.54,,,-15.39,-5.57,65.17,73.03
SW_30,2.37,-6.06,-24.41,,-15.39,,11.53,92.43,106.49
SW_60,12.09,-1.49,-14.50,,-5.57,11.53,,86.47,102.82
SW_120,76.57,27.03,60.93,,65.17,92.43,86.47,,0.83
sFC,83.59,27.63,69.83,,73.03,106.49,102.82,0.83,
