,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.861,0.876,1.040,1.326,1.874,1.783,1.783,0.966,1.045,0.836,0.839
1,0.836,0.868,0.948,1.142,1.364,1.783,1.783,0.780,0.968,0.830,0.839
2,0.863,0.824,1.063,1.480,2.116,1.783,1.783,0.831,1.000,0.809,0.839
3,0.840,0.791,1.459,1.159,1.563,1.783,1.783,1.217,0.982,0.831,0.839
4,0.852,0.883,0.962,1.423,2.029,1.783,1.783,0.886,0.881,0.839,0.839
5,0.873,0.822,1.172,1.093,1.939,1.783,1.783,0.891,0.938,0.803,0.839
6,0.830,0.790,1.105,1.486,1.762,1.783,1.783,0.812,0.954,0.919,0.839
7,0.826,0.795,1.144,1.243,1.900,1.783,1.783,0.782,0.902,0.849,0.839
8,0.811,0.852,1.218,1.405,1.548,1.783,1.783,0.786,0.818,0.839,0.839
9,0.828,0.834,1.305,1.553,1.783,1.783,1.783,0.937,0.965,0.839,0.839
