,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,1.551,2.254,0.463,0.409,0.259,0.256,0.256,1.067,0.658,2.012,2.140
1,1.164,2.174,0.629,0.334,0.243,0.256,0.256,1.626,0.863,1.126,2.140
2,1.717,2.270,0.584,0.407,0.270,0.256,0.256,1.356,0.914,1.872,2.140
3,1.571,2.607,0.627,0.361,0.191,0.256,0.256,1.593,1.061,1.673,2.140
4,1.503,1.835,0.535,0.398,0.231,0.256,0.256,0.268,0.449,2.038,2.140
5,1.464,2.302,0.658,0.387,0.231,0.256,0.256,0.252,0.462,1.619,2.140
6,1.591,2.320,0.683,0.273,0.235,0.256,0.256,1.171,0.632,1.087,2.140
7,1.657,2.188,0.807,0.458,0.381,0.256,0.256,1.649,0.537,1.536,2.140
8,1.091,2.049,0.568,0.342,0.302,0.256,0.256,0.991,0.476,1.861,2.140
9,1.383,2.041,0.729,0.306,0.256,0.256,0.256,0.805,0.348,2.140,2.140
