,0,1,2
0,0.76,0.18,0.06
1,0.63,0.24,0.13
2,0.32,0.68,
3,0.54,0.46,
4,0.68,0.13,0.18
5,0.72,0.16,0.12
6,0.42,0.44,0.13
7,0.44,0.53,0.03
8,0.32,0.07,0.60
9,0.84,0.15,0.01
10,0.21,0.78,0.01
11,0.88,0.12,
12,0.48,0.07,0.44
13,0.70,0.30,
14,0.81,0.19,
15,0.30,0.70,
16,0.27,0.32,0.41
17,0.24,0.20,0.56
18,0.57,0.14,0.29
19,0.31,0.69,
20,0.66,0.32,0.02
21,0.21,0.75,0.04
22,0.69,0.31,
23,0.60,0.22,0.17
24,0.88,0.11,0.01
25,0.24,0.53,0.23
26,0.36,0.26,0.39
27,0.79,0.21,
28,0.61,0.15,0.24
29,0.09,0.36,0.55
30,0.74,0.23,0.04
31,0.53,0.41,0.06
32,0.53,0.46,0.01
33,0.14,0.26,0.60
34,0.09,0.47,0.45
35,0.47,0.53,
36,0.73,0.14,0.12
37,0.50,0.15,0.35
38,0.12,0.88,
39,0.86,0.14,
40,0.80,0.20,
41,0.19,0.81,
42,0.56,0.04,0.40
43,0.47,0.53,
44,0.75,0.25,
45,0.26,0.72,0.01
46,0.37,0.48,0.15
47,0.35,0.05,0.60
48,0.69,0.30,0.01
49,0.77,0.23,
50,0.60,0.38,0.03
51,0.23,0.12,0.65
52,0.72,0.25,0.03
53,0.30,0.18,0.52
54,0.80,0.16,0.04
55,0.46,0.54,
56,0.09,0.87,0.04
57,0.78,0.13,0.10
58,0.38,0.62,
59,0.72,0.19,0.09
60,0.57,0.28,0.14
61,0.04,0.21,0.75
62,0.42,0.58,
63,0.85,0.14,0.01
64,0.07,0.93,0.01
65,0.82,0.18,
66,0.16,0.84,
67,0.62,0.38,
68,0.36,0.50,0.14
69,0.90,0.10,
70,0.66,0.27,0.07
71,0.75,0.25,0.00
72,0.86,0.14,
73,0.22,0.63,0.15
74,0.48,0.34,0.18
75,0.76,0.24,
76,0.55,0.44,0.01
77,0.61,0.16,0.23
78,0.24,0.74,0.01
79,0.70,0.14,0.16
80,0.70,0.21,0.09
81,0.50,0.13,0.37
82,0.54,0.28,0.18
83,0.23,0.29,0.48
84,0.74,0.26,
85,0.86,0.14,
86,0.61,0.20,0.18
87,0.60,0.40,
88,0.17,0.02,0.81
89,0.56,0.40,0.05
90,0.35,0.65,
91,0.14,0.86,
92,0.76,0.11,0.13
93,0.27,0.27,0.46
94,0.67,0.31,0.03
95,0.09,0.88,0.03
96,0.36,0.21,0.43
97,0.46,0.47,0.06
98,0.19,0.01,0.80
99,0.97,0.03,
100,0.23,0.73,0.04
101,0.76,0.24,
102,0.28,0.05,0.68
103,0.52,0.32,0.16
104,0.40,0.60,
105,0.67,0.20,0.13
106,0.33,0.26,0.41
107,0.27,0.65,0.08
108,0.42,0.58,
109,0.77,0.18,0.05
110,0.15,0.07,0.78
111,0.18,0.16,0.66
112,0.35,0.65,
113,0.18,0.82,
114,0.34,0.64,0.02
115,0.56,0.27,0.17
116,1.00,,
117,0.70,0.10,0.20
118,0.24,0.26,0.50
119,0.24,0.76,
120,0.26,0.20,0.55
121,0.66,0.07,0.27
122,0.55,0.25,0.21
123,0.12,0.88,
124,0.31,0.69,
125,0.80,0.01,0.20
