,0,1,2
0,0.93,0.05,0.02
1,0.60,0.31,0.09
2,0.33,0.67,
3,0.84,0.16,
4,0.74,0.15,0.11
5,0.72,0.12,0.16
6,0.37,0.17,0.46
7,0.40,0.38,0.23
8,0.15,0.07,0.79
9,0.84,0.16,
10,0.77,0.23,0.00
11,0.88,0.12,
12,0.10,0.38,0.52
13,0.63,0.37,
14,0.79,0.21,
15,0.68,0.33,
16,0.14,0.38,0.48
17,0.25,0.62,0.13
18,0.44,0.17,0.39
19,0.74,0.26,
20,0.52,0.48,0.00
21,0.68,0.23,0.09
22,0.68,0.32,
23,0.59,0.26,0.16
24,0.99,0.01,
25,0.21,0.42,0.36
26,0.57,0.12,0.31
27,0.27,0.73,
28,0.52,0.20,0.28
29,0.41,0.50,0.09
30,0.75,0.24,0.01
31,0.35,0.40,0.25
32,0.45,0.55,
33,0.30,0.06,0.64
34,0.42,0.47,0.11
35,0.64,0.36,
36,0.57,0.18,0.24
37,0.42,0.09,0.48
38,0.13,0.09,0.79
39,0.87,0.13,
40,0.64,0.36,
41,0.22,0.78,
42,0.38,0.27,0.36
43,0.34,0.66,
44,0.20,0.80,
45,0.20,0.21,0.59
46,0.60,0.27,0.13
47,0.29,0.04,0.68
48,0.67,0.33,
49,0.28,0.72,
50,0.65,0.35,
51,0.15,0.09,0.76
52,0.65,0.31,0.04
53,0.20,0.16,0.63
54,0.79,0.17,0.04
55,0.29,0.71,
56,0.03,0.03,0.94
57,0.78,0.11,0.10
58,0.40,0.60,
59,0.73,0.15,0.12
60,0.51,0.41,0.08
61,0.71,0.13,0.16
62,0.44,0.56,
63,0.87,0.13,0.00
64,0.66,0.34,0.00
65,0.31,0.55,0.14
66,0.80,0.20,
67,0.61,0.39,
68,0.21,0.64,0.15
69,0.10,0.90,
70,0.32,0.64,0.04
71,0.37,0.63,
72,0.79,0.21,
73,0.83,0.17,
74,0.45,0.35,0.20
75,0.77,0.23,
76,0.53,0.47,
77,0.47,0.12,0.41
78,0.28,0.72,
79,0.75,0.13,0.13
80,0.69,0.15,0.16
81,0.24,0.05,0.70
82,0.46,0.33,0.21
83,0.37,0.17,0.46
84,0.66,0.34,
85,0.80,0.20,
86,0.56,0.26,0.17
87,0.69,0.31,
88,0.06,0.94,
89,0.50,0.46,0.04
90,0.62,0.38,
91,0.20,0.80,
92,0.07,0.78,0.16
93,0.38,0.36,0.26
94,0.56,0.40,0.04
95,0.11,0.27,0.62
96,0.41,0.19,0.40
97,0.60,0.33,0.07
98,0.21,0.10,0.69
99,0.69,0.25,0.06
100,0.03,0.97,
101,0.71,0.29,
102,0.25,0.66,0.09
103,0.56,0.36,0.08
104,0.27,0.73,
105,0.66,0.27,0.08
106,0.19,0.36,0.46
107,0.03,0.65,0.32
108,0.60,0.40,
109,0.79,0.13,0.08
110,0.75,0.21,0.04
111,0.48,0.12,0.40
112,0.56,0.44,
113,0.11,0.20,0.70
114,0.20,0.78,0.03
115,0.54,0.27,0.19
116,0.31,0.65,0.04
117,0.75,0.01,0.23
118,0.24,0.25,0.51
119,0.08,0.53,0.39
120,0.54,0.16,0.30
121,0.37,0.41,0.22
122,0.48,0.25,0.28
123,0.12,0.14,0.74
124,0.69,0.31,
125,0.76,0.24,
126,0.35,0.39,0.26
127,0.47,0.10,0.43
128,0.64,0.36,
129,0.48,0.20,0.31
130,0.85,0.15,
131,0.79,0.21,
132,0.20,0.45,0.35
133,0.34,0.10,0.55
134,0.59,0.41,0.00
135,0.61,0.39,
136,0.39,0.27,0.34
137,0.14,0.27,0.59
138,0.43,0.56,
139,0.65,0.35,
140,0.56,0.44,
141,0.53,0.47,
142,0.71,0.29,
143,0.46,0.21,0.33
144,0.56,0.44,0.00
145,0.28,0.13,0.59
146,0.20,0.80,
147,0.80,0.05,0.15
148,0.12,0.46,0.42
149,0.57,0.41,0.01
150,0.68,0.32,
151,0.08,0.73,0.19
152,0.68,0.21,0.11
153,0.23,0.67,0.10
154,0.34,0.39,0.27
155,0.80,0.17,0.03
156,0.77,0.21,0.02
157,0.95,0.05,
158,0.74,0.26,
159,0.50,0.48,0.02
160,0.58,0.30,0.12
161,0.38,0.59,0.03
162,0.61,0.39,
163,0.39,0.61,
164,0.20,0.80,
165,0.16,0.38,0.45
166,0.60,0.40,
167,0.36,0.64,
168,0.53,0.42,0.05
169,0.17,0.83,
170,0.43,0.44,0.14
171,0.56,0.44,
172,0.31,0.32,0.37
173,0.43,0.34,0.23
174,0.84,0.11,0.05
175,0.70,0.29,0.01
176,0.57,0.42,
177,0.67,0.29,0.04
178,0.66,0.22,0.12
179,0.73,0.27,0.00
180,0.42,0.32,0.25
181,0.79,0.17,0.04
182,0.55,0.39,0.06
183,0.10,0.35,0.55
184,0.27,0.06,0.67
185,0.76,0.12,0.11
186,0.75,0.23,0.02
187,0.28,0.70,0.03
188,0.49,0.51,
