,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.36,1.46,13.42,7.70,2.67,1.34,3.59
DCC_bivariate_loop,,,0.36,,1.64,13.84,8.09,2.99,1.52,3.31
SW_cross_validated,,,1.46,1.64,,4.35,2.00,0.01,0.14,3.41
SW_15,,,13.42,13.84,4.35,,5.74,8.47,4.77,13.77
SW_30,,,7.70,8.09,2.00,5.74,,3.81,2.30,9.55
SW_60,,,2.67,2.99,0.01,8.47,3.81,,0.18,5.47
SW_120,,,1.34,1.52,0.14,4.77,2.30,0.18,,3.38
sFC,,,3.59,3.31,3.41,13.77,9.55,5.47,3.38,
