,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.97,0.94,2.52,12.62,8.02,4.42,1.85,3.90
DCC_joint,,1.97,,-3.43,1.53,39.90,27.51,12.23,-0.04,9.67
DCC_bivariate_loop,,0.94,-3.43,,2.62,35.10,23.75,12.20,2.19,10.39
SW_cross_validated,,2.52,1.53,2.62,,10.65,5.39,1.26,-1.44,0.67
SW_15,,12.62,39.90,35.10,10.65,,-17.35,-32.54,-24.63,-34.62
SW_30,,8.02,27.51,23.75,5.39,-17.35,,-17.81,-14.80,-20.42
SW_60,,4.42,12.23,12.20,1.26,-32.54,-17.81,,-6.14,-2.88
SW_120,,1.85,-0.04,2.19,-1.44,-24.63,-14.80,-6.14,,4.85
sFC,,3.90,9.67,10.39,0.67,-34.62,-20.42,-2.88,4.85,
