,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.41,2.50,5.07,18.95,12.68,7.17,4.57,-5.65
DCC_joint,,2.41,,0.16,4.05,28.62,17.55,7.48,3.50,-13.29
DCC_bivariate_loop,,2.50,0.16,,3.94,28.15,17.20,7.29,3.32,-13.33
SW_cross_validated,,5.07,4.05,3.94,,11.66,5.66,0.79,-1.86,-11.84
SW_15,,18.95,28.62,28.15,11.66,,-11.89,-17.40,-23.34,-43.62
SW_30,,12.68,17.55,17.20,5.66,-11.89,,-7.69,-12.91,-32.16
SW_60,,7.17,7.48,7.29,0.79,-17.40,-7.69,,-4.02,-19.57
SW_120,,4.57,3.50,3.32,-1.86,-23.34,-12.91,-4.02,,-16.25
sFC,,-5.65,-13.29,-13.33,-11.84,-43.62,-32.16,-19.57,-16.25,
