,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.19,2.29,4.13,15.61,10.52,6.11,3.79,-5.19
DCC_joint,,2.19,,0.23,3.85,36.02,21.01,9.37,3.44,-11.76
DCC_bivariate_loop,,2.29,0.23,,3.67,35.85,20.79,9.14,3.23,-11.92
SW_cross_validated,,4.13,3.85,3.67,,21.63,11.45,3.09,-0.89,-13.38
SW_15,,15.61,36.02,35.85,21.63,,-18.10,-30.16,-28.52,-33.45
SW_30,,10.52,21.01,20.79,11.45,-18.10,,-12.80,-15.35,-25.14
SW_60,,6.11,9.37,9.14,3.09,-30.16,-12.80,,-4.93,-18.10
SW_120,,3.79,3.44,3.23,-0.89,-28.52,-15.35,-4.93,,-13.79
sFC,,-5.19,-11.76,-11.92,-13.38,-33.45,-25.14,-18.10,-13.79,
