,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.98,1.02,1.85,6.98,4.70,2.73,1.69,2.32
DCC_joint,,0.98,,0.10,1.72,16.11,9.39,4.19,1.54,5.26
DCC_bivariate_loop,,1.02,0.10,,1.64,16.03,9.30,4.09,1.45,5.33
SW_cross_validated,,1.85,1.72,1.64,,9.67,5.12,1.38,0.40,5.98
SW_15,,6.98,16.11,16.03,9.67,,8.10,13.49,12.76,14.96
SW_30,,4.70,9.39,9.30,5.12,8.10,,5.72,6.86,11.24
SW_60,,2.73,4.19,4.09,1.38,13.49,5.72,,2.20,8.09
SW_120,,1.69,1.54,1.45,0.40,12.76,6.86,2.20,,6.17
sFC,,2.32,5.26,5.33,5.98,14.96,11.24,8.09,6.17,
