,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,4.2530e-01,4.2154e-03,8.0054e-17,1.2572e-12,1.1838e-05,7.6478e-03,2.3281e-07
DCC_bivariate_loop,,,4.2530e-01,,1.7879e-03,4.6446e-17,5.3646e-13,2.8311e-06,3.1351e-03,7.2998e-07
SW_cross_validated,,,4.2154e-03,1.7879e-03,,1.3833e-08,2.9197e-04,9.8265e-01,7.5397e-01,4.7857e-07
SW_15,,,8.0054e-17,4.6446e-17,1.3833e-08,,1.6799e-10,2.4562e-13,3.2870e-09,5.0641e-17
SW_30,,,1.2572e-12,5.3646e-13,2.9197e-04,1.6799e-10,,9.7223e-08,6.8315e-05,3.1099e-14
SW_60,,,1.1838e-05,2.8311e-06,9.8265e-01,2.4562e-13,9.7223e-08,,6.9813e-01,3.7132e-10
SW_120,,,7.6478e-03,3.1351e-03,7.5397e-01,3.2870e-09,6.8315e-05,6.9813e-01,,5.5142e-07
sFC,,,2.3281e-07,7.2998e-07,4.7857e-07,5.0641e-17,3.1099e-14,3.7132e-10,5.5142e-07,
