,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,45,93,53,35,21,29,21,33,37,89,97
1,95,77,25,47,33,29,91,41,23,97,85
2,61,35,41,25,33,25,21,53,91,47,37
3,91,75,37,59,25,29,21,23,33,99,71
4,79,99,99,33,29,31,23,41,27,63,43
5,75,25,27,45,23,27,97,41,63,93,99
6,77,93,59,37,23,35,99,37,53,99,59
7,79,45,35,37,31,35,21,35,61,41,99
8,79,81,61,41,29,27,99,39,99,85,79
9,99,87,57,33,27,23,21,35,51,95,99
